zinc_id,new_smile,tanimoto_sim,cluster
400157,Nc1c(Br)c2ccccc2c2ccccc12,0.312,22
1583788,c1ccc2c3ccn4cc5c(cc4c-3nc2c1)CCCC5,0.32,9
3157116,CCc1c(C(=O)O)c2ccccc2c2ccccc12,0.301,22
5624957,CC(C)(C)c1cn2c(n1)[nH]c1c3ccccc3ccc12,0.302,20
2163914,O=c1c2ccccc2cc(Br)c2ccccc12,0.3,22
66340195,Brc1nc2ccccc2c2ccccc12,0.319,22
95698974,OCc1c2[nH]c3ccccc3c2cc2[nH]c3ccccc3c12,0.425,23
6124178,O=[N+]([O-])c1ccc(OCc2cccc3ccccc23)cc1,0.312,20
8141544,O=[N+]([O-])c1cccc(NCc2cccc3ccccc23)c1,0.308,20
1667301,CC[N+](CC)(CC)CCOCc1cccc2ccccc12,0.317,20
5162804,c1ccc2c(c1)[nH]c1c3cccnc3c3c(c21)CCC3,0.304,23
4822335,Cc1c(C)c2c(=O)c3ccccc3[nH]c2c2ccccc12,0.37,23
12941871,c1ccc2c(c1)[nH]c1c2ncc2[nH]c3ccccc3c21,0.431,23
1583411,O=[N+]([O-])c1cccc(SNc2cccc(Cl)c2)c1,0.303,1
35018427,O=[N+]([O-])c1ccc(NCc2cccc3ccccc23)cc1,0.312,20
1593397,O=C(O)c1c2ccccc2nc2c1sc1ccccc12,0.322,9
1382388,O=C1c2ccccc2-c2nnc(-c3cccc(Cl)c3)cc21,0.308,1
31261192,O=C1Nc2ccccc2/C1=C/c1c(Cl)[nH]c2ccccc12,0.455,24
573465,O=C1Nc2cc(Cl)ccc2/C1=C\c1c[nH]c2ccccc12,0.321,24
100364461,O=C1c2ccccc2C(=O)C1Cc1cccc2ccccc12,0.318,20
573466,O=C1Nc2cc(Cl)ccc2/C1=C/c1c[nH]c2ccccc12,0.321,24
575002,CCn1cc(/C=C2/C(=O)Nc3ccccc32)c2ccccc21,0.42700000000000005,24
4381858,Oc1c(Cl)c2nc3ccccc3nc2c2ccccc12,0.34,22
574873,CCc1cccc2c(/C=C3/C(=O)Nc4ccccc43)c[nH]c12,0.441,24
33329142,CCN(CC)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1,0.449,24
4887394,O=C1c2ccccc2C(=O)c2c1ccc1c2[nH]c2ccccc21,0.353,23
13148149,CCn1cc(/C=C2\C(=O)Nc3ccccc32)c2ccccc21,0.42700000000000005,24
6942568,O/N=C/c1ccc(OCc2cccc3ccccc23)cc1,0.308,20
2887002,C=CCNc1ncnc2sc(C)c(-c3ccccc3)c12,0.307,15
125401,O=C1Nc2ccccc2/C1=N/c1ccc(Cl)c(Cl)c1,0.33,24
95591,O=C1Nc2ccccc2/C1=N/c1cc(Cl)cc(Cl)c1,0.33,24
208843,Cc1cc(C)c(C=C2C(=O)c3ccccc3C2=O)cc1C,0.305,24
9046119,O=C1C=C(Nc2cccc(Cl)c2)C[C@@H](c2ccco2)C1,0.302,1
33548672,O=C1Nc2ccccc2/C1=C/C(=O)c1ccc2ccccc2c1,0.35700000000000004,24
169747316,CC1(C)OB(Cc2cccc3ccccc23)OC1(C)C,0.331,20
387707,CC(C)Nc1oc(Cc2cccc3ccccc23)nc1C#N,0.379,20
101967209,CC(C)c1ccc(/C=C2\Nc3ccccc3C2=O)cc1,0.327,24
19812976,CCc1nc(N)c(C#N)c(-c2cccc3ccccc23)c1C,0.331,20
32012490,O=C1Nc2ccccc2/C1=C\C(=O)c1ccc2ccccc2c1,0.35700000000000004,24
46050,Oc1ccc(/C=N/c2ccc(Cl)c(Cl)c2)cc1O,0.33299999999999996,7
32012538,O=C1Nc2ccccc2/C1=C\C(=O)c1cccc2ccccc12,0.345,24
17028598,O=C1C=C(Nc2cccc(Cl)c2)C[C@H](c2ccco2)C1,0.302,1
5361429,Cc1cc(C)c(/C=C/C(=O)c2ccc(Cl)cc2)[nH]1,0.305,24
59063702,CC(C)(C)OC(=O)/N=C/c1cccc2ccccc12,0.306,20
103844697,O/N=C/c1cccc(OCc2cccc3ccccc23)c1,0.303,20
103858495,O/N=C/c1ccccc1OCc1cccc2ccccc12,0.303,20
11859957,O/N=C\c1cccc(OCc2cccc3ccccc23)c1,0.303,20
11959774,COc1ccc(C#N)cc1OCc1cccc2ccccc12,0.321,20
225857008,CCCc1c(N)cc(C#N)n1Cc1cccc2ccccc12,0.35700000000000004,20
13902716,O=C1Nc2ccccc2/C1=N/c1cc(Cl)ccc1Cl,0.327,24
6238007,N#Cc1ccc(OCc2cccc3ccccc23)cc1,0.317,20
13902723,O=C1Nc2ccccc2/C1=N\c1cccc(Cl)c1Cl,0.314,24
195567924,CC(C)(C#N)CC[S@](=O)Cc1cccc2ccccc12,0.35,20
100250144,O/N=C\c1ccc(OCc2cccc3ccccc23)cc1,0.308,20
3184288,Cc1cc(C)c(C=C2C(=O)c3ccccc3C2=O)c(C)c1,0.308,24
7441535,N#Cc1cccc(OCc2cccc3ccccc23)c1,0.312,20
195567921,CC(C)(C#N)CC[S@@](=O)Cc1cccc2ccccc12,0.35,20
5473668,COc1cc(C#N)ccc1OCc1cccc2ccccc12,0.321,20
78405358,CCc1cc(C)n(Cc2cccc3ccccc23)c1C#N,0.358,20
3618300,N#Cc1ccccc1OCc1cccc2ccccc12,0.312,20
16137196,C/C(=N\Nc1cccc(Cl)c1)c1cnc2ccccc2n1,0.308,1
13137673,c1ccc(-c2csc3ncnc(NC4CCCC4)c23)cc1,0.322,15
1437973,Cc1c(C=O)c2ccccc2n1Cc1cccc2ccccc12,0.32799999999999996,20
88387847,Clc1cnc2c3ccccc3c3ccccc3c2n1,0.308,22
57939,O=c1cc(-c2ccccc2Cl)oc2ccc(Cl)cc12,0.336,16
1215680,O=Cc1cn(Cc2cccc3ccccc23)c2ccccc12,0.313,20
1857526011,c1ccc2[nH]c(-c3ccc4[nH]c5ccccc5c4c3)nc2c1,0.326,23
97637874,CC(=O)c1cccc(-c2ccc3cccc(Cl)c3n2)c1,0.302,1
17439963,c1ccc2c(CSCCc3ccncc3)cccc2c1,0.31,20
1597165,CCOP(=O)(Cc1cccc2ccccc12)OCC,0.325,20
186868,Cc1[nH]c2ccccc2c1-c1ccnc2ccccc12,0.308,23
12131500,CCc1cc2c(Nc3cccc(Cl)c3)ncnc2s1,0.321,1
1006424,Cc1cccc(OC(=O)Cc2cccc3ccccc23)c1C,0.331,20
455457,O=C(Nc1cccc(Cl)c1)c1ccc2ccccc2c1,0.308,1
390461,Brc1cccc(Nc2nccc3ccccc23)c1,0.301,1
5927653,S=c1[nH]c2ccccc2n1Cc1cccc2ccccc12,0.321,20
150937,Cc1cc(C)c2oc(-c3ccccc3Cl)cc(=O)c2c1,0.385,16
78630,Cc1cc(C)c2c(=O)cc(-c3ccccc3Cl)oc2c1,0.385,16
17248695,Clc1cccc(Nc2ncnc3c2oc2ccccc23)c1,0.34700000000000003,1
1006382,Cc1cc(C)cc(NC(=O)Cc2cccc3ccccc23)c1,0.33299999999999996,20
171293,O=C(Nc1cccc(Cl)c1)Nc1cccc(Cl)c1,0.303,1
1017026,CCc1ccc(NC(=O)Cc2cccc3ccccc23)cc1,0.313,20
4137746,COc1ccc2nc(Nc3cccc(Cl)c3)sc2c1,0.345,1
4245322,Nc1cccc(-c2nc(-c3ccc(Cl)cc3)cs2)c1,0.361,1
191822,Cc1cc(C)nc(SCc2cccc3ccccc23)n1,0.37200000000000005,20
409498,O=C(Nc1cccc(Cl)c1)c1ccc(-c2ccccc2)o1,0.314,1
5122856,COc1ccc2sc(Nc3cccc(Cl)c3)nc2c1,0.345,1
359000,O=C(Cc1cccc2ccccc12)Oc1ccc(Cl)cc1,0.31,20
407968,O=C(Nc1cccc(Cl)c1)c1cccc2ccccc12,0.308,1
95698358,Clc1cccc(-c2cccc(Br)c2)c1,0.306,1
1387038,Clc1cccc(Nc2ncnc3cc(Cl)ccc23)c1,0.36700000000000005,1
105339,Cc1sc2ncnc(Nc3cccc(Cl)c3)c2c1C,0.301,1
3880188,Fc1cccc(Nc2nc(-c3cccc(F)c3)cs2)c1,0.33299999999999996,1
67917,Clc1cccc(Nc2nc3ccccc3s2)c1,0.365,1
1006380,Cc1ccc(NC(=O)Cc2cccc3ccccc23)cc1C,0.33299999999999996,20
1402084,Clc1ccc(-c2ccnc(Sc3ccccc3)n2)cc1,0.31,1
406570,Clc1cccc(Nc2nccc3ccccc23)c1,0.413,1
19737825,Cc1ccc(NCCc2cccc3ccccc23)cc1,0.325,20
72453,O=C(Cc1cccc2ccccc12)Nc1ccc(Cl)cc1,0.31,20
293358,O=C(Nc1cccc(Cl)c1)Nc1cccc2cccnc12,0.331,1
11568338,Nc1cccc(-c2csc(-c3ccccc3Cl)n2)c1,0.38299999999999995,1
1473042,CCc1nc2ccccc2n1Cc1cccc2ccccc12,0.33299999999999996,20
40856619,Clc1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.47600000000000003,1
1006282,Cc1cccc(NC(=O)Cc2cccc3ccccc23)c1C,0.331,20
8654574,Cc1nc(Nc2ccc(Cl)cc2)cc(-c2ccccc2)n1,0.305,1
23118818,COc1cccc(Nc2ccnc3ccc(Cl)cc23)c1,0.33,1
1006407,Cc1cccc(C)c1NC(=O)Cc1cccc2ccccc12,0.33299999999999996,20
442698,Cc1c(-c2ccc(Cl)cc2)nc2ccccc2c1C(=O)O,0.364,9
4251611,Fc1ccc2nc(Nc3cccc(Cl)c3)sc2c1,0.355,1
442803,Cc1c(-c2cccc(Cl)c2)nc2ccccc2c1C(=O)O,0.36,9
67321908,Clc1cccc(-c2csc(Nc3ccccn3)n2)c1,0.355,1
184095,Cc1nc2ccccc2n1Cc1cccc2ccccc12,0.341,20
108832,Clc1cccc(-c2csc(Nc3cccnc3)n2)c1,0.36700000000000005,1
1006383,Cc1ccc(C)c(NC(=O)Cc2cccc3ccccc23)c1,0.331,20
16134002,Clc1cccc(-c2nnc(Nc3ccccc3)s2)c1,0.319,1
14629208,Nc1cccc(Cl)c1OCc1cccc2ccccc12,0.35,20
475274,OCc1cc(Cl)ccc1OCc1cccc2ccccc12,0.318,20
467998,O=Cc1cc(Cl)ccc1OCc1cccc2ccccc12,0.318,20
4741267,O=C(Nc1cccc(Cl)c1)Nc1cnc2ccccc2c1,0.308,1
4342694,CC(=O)c1ccc(OCc2cccc3ccccc23)cc1,0.32299999999999995,20
19809516,Nc1ccccc1SCc1cccc2ccccc12,0.344,20
613530,Clc1cccc(Nc2nc(-c3cccnc3)cs2)c1,0.406,1
11848535,Cc1cc(Nc2cccc(Cl)c2)c2cc(O)ccc2n1,0.348,1
11568339,Nc1cccc(-c2csc(-c3ccc(Cl)cc3)n2)c1,0.4,1
132304,CC(C)Sc1ncnc2scc(-c3ccccc3)c12,0.33,15
1473118,CCn1c(Cc2cccc3ccccc23)nc2ccccc21,0.375,20
513485,CCCn1c(Nc2cccc(Cl)c2)nc2ccccc21,0.33299999999999996,1
15859106,Cc1cccc(-c2cc(Nc3ccccc3)nc(C)n2)c1,0.314,1
1006408,CCc1ccccc1NC(=O)Cc1cccc2ccccc12,0.308,20
486639,O=C(Cc1cccc2ccccc12)Nc1cccc(Cl)c1,0.308,20
725237122,Cn1cc(C(=O)Cc2cccc3ccccc23)c2ccccc21,0.316,20
355152,Cc1ccc(C)c(-c2nc3ccccc3c(C(=O)O)c2C)c1,0.35100000000000003,9
437487,COc1ccc(C)cc1NCc1cccc2ccccc12,0.33899999999999997,20
475003,OCc1ccc(OCc2cccc3ccccc23)c(Cl)c1,0.32,20
14630010,Nc1ccc(OCc2cccc3ccccc23)c(Cl)c1,0.35,20
122926,Cc1ccc2ncnc(Nc3cccc4ccccc34)c2c1,0.311,20
373701,Cc1cccc2c(C(=O)O)cc(-c3cccc(Cl)c3)nc12,0.322,1
171612,Clc1ccc2c(Nc3ccccc3)ccnc2c1,0.315,1
97509,S=C(Nc1cccc(Cl)c1)Nc1cccc(Cl)c1,0.303,1
41055072,COc1cccc(Nc2ccnc3cc(Cl)ccc23)c1,0.33,1
63901,COc1ccc2nc(C)cc(Nc3cccc(Cl)c3)c2c1,0.33899999999999997,1
4657173,c1csc(-c2nnc(Cc3cccc4ccccc34)o2)c1,0.373,20
1114585,Cc1ccc(OC(=O)Cc2cccc3ccccc23)c(C)c1,0.33299999999999996,20
468301,O=Cc1ccc(OCc2cccc3ccccc23)c(Cl)c1,0.32,20
4695064,CN(Cc1cccc2ccccc12)C1CCCCC1,0.304,20
14629335,Nc1cc(Cl)ccc1OCc1cccc2ccccc12,0.35,20
1935723,CCCSc1ncnc2scc(-c3ccccc3)c12,0.336,15
1724666,Cc1c(-c2ccccc2Cl)nc2ccccc2c1C(=O)O,0.36,9
20136165,c1ccc(Nc2c3c(nc4ccccc24)CCCC3)cc1,0.303,9
58168106,Cc1ccccc1C[S@](=O)Cc1cccc2ccccc12,0.318,20
58168105,Cc1ccccc1C[S@@](=O)Cc1cccc2ccccc12,0.318,20
1719422,Cc1[nH]c2ccccc2c1CCc1c[nH]c2ccccc12,0.32799999999999996,23
21520495,C[C@@H](NCc1cccc2ccccc12)c1cccc(F)c1,0.318,20
4245330,Cc1ccc(-c2csc(-c3cccc(N)c3)n2)c(C)c1,0.304,1
13189318,O=C(O)c1ccccc1SCc1cccc2ccccc12,0.308,20
21818367,C[C@H](NCc1cccc2ccccc12)c1ccc(F)cc1,0.32,20
21818365,C[C@@H](NCc1cccc2ccccc12)c1ccc(F)cc1,0.32,20
41306648,Cc1cccc2cc(C(=O)Nc3cccc(Cl)c3)oc12,0.304,1
6393509,c1ccc2c(Cn3ccc4ccccc43)cccc2c1,0.315,20
1696477,Cc1[nH]c2ccccc2c1Cc1c(C)[nH]c2ccccc12,0.375,23
4245332,Cc1ccc(C)c(-c2csc(-c3cccc(N)c3)n2)c1,0.302,1
38922395,Nc1cccc(-c2nc3cc(-c4ccccc4)ccc3o2)c1,0.309,1
4269363,C[C@H](NCc1cccc2ccccc12)c1ccccc1,0.315,20
216725848,Cc1cc(C=O)cc(C)c1OCc1cccc2ccccc12,0.34600000000000003,20
216697219,Clc1cccc(-c2cc(-c3cccs3)on2)c1,0.306,1
21520496,C[C@H](NCc1cccc2ccccc12)c1cccc(F)c1,0.318,20
73642685,CCc1cc(N)cc2nc(-c3cccc4ccccc34)oc12,0.308,20
217687945,Fc1cccc(Nc2ncnc(Cl)c2-c2ccccc2)c1,0.314,1
33501174,Cc1ccc(Nc2nc(-c3cccc(N)c3)cs2)cc1C,0.375,1
570147,O=Cc1cc(Cc2cccc3ccccc23)cc(Cl)c1O,0.377,20
10368553,Cc1csc(SCc2cccc3ccccc23)n1,0.359,20
6000249,Clc1ccccc1CNCc1cccc2ccccc12,0.312,20
13743113,Brc1cccc(Nc2ccnc3ccccc23)c1,0.301,1
408546903,CCN(Cc1cccc2ccccc12)c1ccccc1,0.317,20
216725790,Cc1cc(CO)cc(C)c1OCc1cccc2ccccc12,0.34600000000000003,20
20546682,Fc1ccc(NCc2cccc3ccccc23)cc1,0.325,20
14217195,c1ccc2c(c1)CCCN2Cc1cccc2ccccc12,0.306,20
5672852,S=c1nc(-c2ccccc2)ccn1-c1cccc(Cl)c1,0.316,1
8732614,O=Cc1cc(Cl)ccc1Nc1cccc(Cl)c1,0.34,1
73739902,Cc1cccc(-n2c(-c3cccc(N)c3)nc3ccccc32)c1,0.312,1
11632131,Cc1cc(-c2csc(-c3cccc(N)c3)n2)ccc1F,0.316,1
222661882,CC(C)C(NC(=O)CCc1cccc2ccccc12)C(C)C,0.315,20
2565403,C[C@@H](NCc1cccc2ccccc12)c1ccccc1,0.315,20
4245334,Cc1ccc(-c2csc(-c3cccc(N)c3)n2)cc1C,0.316,1
324972,Nc1cccc(-c2ccc3c(ccc4ccccc43)n2)c1,0.371,1
13490703,c1ccc2c(c1)[nH]c1c2ccc2[nH]c3ccccc3c21,0.431,23
1671067,c1ccc2c(c1)[nH]c1cc3c(cc12)[nH]c1ccccc13,0.375,23
5175696,Clc1nc2ccccc2c2[nH]c3ccccc3c12,0.38299999999999995,23
4982211,Cc1cc([N+](=O)[O-])ccc1NCc1cccc2ccccc12,0.326,20
6745008,c1ccc2c(c1)[nH]c1c2ccc2c3ccccc3[nH]c21,0.419,23
3871197,O=Cc1c2[nH]c3ccccc3c2cc2[nH]c3ccccc3c12,0.43700000000000006,23
16697844,c1ccc2c(c1)[nH]c1cc3[nH]c4ccccc4c3cc12,0.375,23
1593477,Brc1cc2ccccc2c2ccccc12,0.305,22
1676776,CC(=O)c1cccc2c1cc(Cl)c1ccccc12,0.31,22
1661490,COc1cc2c(O)c3ccccc3cc2c2ccccc12,0.318,22
5421364,CCCC[n+]1c2ccccc2c(C)c2c3ccccc3[nH]c21,0.316,23
6583621,Clc1c2ccccc2nc2c1[nH]c1ccccc12,0.33899999999999997,23
4619448,Oc1cccc2nc3c4ccccc4c4ccccc4c3nc12,0.3,22
100020046,COc1cc(/N=N/c2ccccc2)c(O)c2ccccc12,0.3,22
255003835,COc1cc(N=Nc2ccccc2)c(O)c2ccccc12,0.3,22
4467397,CN(C/C=C\C#CC(C)(C)C)Cc1cccc2ccccc12,0.349,20
77029,O=C1C=C(Nc2cccc(Cl)c2)C[C@H](c2ccccc2)C1,0.325,1
77034,O=C1C=C(Nc2cccc(Cl)c2)C[C@@H](c2ccccc2)C1,0.325,1
1006881,C=CCn1c(Cc2cccc3ccccc23)nc2ccccc21,0.353,20
1530981,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,0.349,20
216945522,N#Cc1ccc2ccn(Cc3cccc4ccccc34)c2c1,0.313,20
90760462,CC(C)(C)C#C/C=C\CNCc1cccc2ccccc12,0.355,20
216945583,N#Cc1ccc2c(ccn2Cc2cccc3ccccc23)c1,0.313,20
102568372,CCCCCCCNCc1cccc2ccccc12,0.302,20
408783245,Cc1cc(/C=N/c2cccc3ccccc23)c(C)n1C,0.304,20
1602993,Clc1cccc(/N=C/Nc2cccc(Cl)c2)c1,0.308,1
6476733,N#Cc1ccc(OCc2cccc3ccccc23)c(Cl)c1,0.32,20
84859757,N#Cc1cn(Cc2cccc3ccccc23)c2ccccc12,0.313,20
11862702,N#Cc1cc(Cl)ccc1OCc1cccc2ccccc12,0.318,20
5350905,CC(C)(C)C#C/C=C/CNCc1cccc2ccccc12,0.355,20
984081,Clc1cccc(Nc2ccnc3cc(Cl)ccc23)c1,0.406,1
1122746,Clc1cccc(Nc2nc(-c3ccccc3)cs2)c1,0.406,1
167673126,CC(C)(C)CC(C)(C)Nc1cccc2ccccc12,0.322,20
4695053,CCCCCC[C@@H](C)NCc1cccc2ccccc12,0.307,20
2859449,Clc1cccc(Nc2nc(-c3cccs3)cs2)c1,0.355,1
85221225,Cc1cc(/C=C/c2ccc(Cl)c(Cl)c2)cc(C)c1O,0.326,7
4699179,CCCC[C@@H](CC)CNCc1cccc2ccccc12,0.31,20
4699181,CCCC[C@H](CC)CNCc1cccc2ccccc12,0.31,20
394970,Clc1cccc(Nc2ccc3ccccc3c2)c1,0.374,1
122821,Clc1cccc(Nc2c3c(nc4ccccc24)CCC3)c1,0.325,1
949076,Cc1cc(C)c2nc(C)cc(Nc3cccc(Cl)c3)c2c1,0.308,1
112324,Cc1cc(Nc2cccc(Cl)c2)c2cccc(C)c2n1,0.373,1
359457,COc1ccc(NCc2cccc3ccccc23)cc1Cl,0.331,20
19737605,Cc1ccc(NCCc2cccc3ccccc23)c(C)c1,0.33899999999999997,20
36154,c1ccc2c(CSc3nc4ccccc4[nH]3)cccc2c1,0.318,20
4695054,CCCCCC[C@H](C)NCc1cccc2ccccc12,0.307,20
6256444,Cc1ccc2nc(C)cc(Nc3cccc(Cl)c3)c2c1,0.348,1
13587056,Clc1ccccc1-c1nccc2c1[nH]c1ccccc12,0.301,23
36158,c1ccc2c(CSc3nc4ccccc4o3)cccc2c1,0.318,20
67321845,Clc1cccc(-c2csc(Nc3ccccc3)n2)c1,0.36700000000000005,1
32605095,Clc1cccc(Nc2ccnc3ccc(Cl)cc23)c1,0.406,1
199425400,CC(C)N(Cc1ccccc1)Cc1cccc2ccccc12,0.313,20
111874339,CC(C)(C)c1ccc([C@@H](O)c2cccc3ccccc23)cc1,0.312,20
112974565,Brc1cc2[nH]c3ccccc3c2c2ccccc12,0.361,23
89065142,Clc1cccc(Nc2nc3ccc(Cl)cc3s2)c1,0.355,1
4962763,Cc1[nH]c2ccccc2c1/C=C\c1c[nH]c2ccccc12,0.32799999999999996,23
16526333,Clc1ccc(CSCc2cccc3ccccc23)cc1,0.315,20
485011,Fc1ccc(NCc2cccc3ccccc23)cc1Cl,0.32799999999999996,20
95916152,CC(C)(C)c1ccc(C(=O)c2cccc3ccccc23)cc1,0.312,20
1671665,CN(Cc1ccc(Cl)cc1)Cc1cccc2ccccc12,0.32,20
111874337,CC(C)(C)c1ccc([C@H](O)c2cccc3ccccc23)cc1,0.312,20
36159661,CC(C)(C)c1csc(Nc2cccc3ccccc23)n1,0.336,20
34086245,c1ccc(SCc2cccc3ccccc23)cc1,0.32,20
1715819,Clc1ccccc1Cc1cccc2ccccc12,0.379,20
1667579,Clc1ccc(SCc2cccc3ccccc23)cc1,0.325,20
1691944,Cc1[nH]c2ccccc2c1/C=C/c1c[nH]c2ccccc12,0.32799999999999996,23
216698426,Clc1cccc(-c2cc(-c3cc4ccccc4o3)on2)c1,0.306,1
255190365,Clc1cccc(-c2ccc(-c3cccc(Cl)c3)cc2)c1,0.304,1
59878961,c1ccc2c(Cc3cccc4ccccc34)cccc2c1,0.34600000000000003,20
278014,c1ccc2c(CNc3nc4ccccc4s3)cccc2c1,0.318,20
1691946,Cc1c(C(C)c2[nH]c3ccccc3c2C)[nH]c2ccccc12,0.375,23
6857432,CC(C)(C)CC(C)(C)NCc1cccc2ccccc12,0.379,20
58835192,Cc1ccc(SCc2cccc3ccccc23)cc1,0.336,20
20136168,Cc1ccc(Nc2c3c(nc4ccccc24)CCCC3)cc1,0.309,9
7605129,Clc1ccc(OCc2cccc3ccccc23)cc1,0.325,20
112974522,c1ccc2c(c1)[nH]c1ccc3c4ccccc4sc3c12,0.344,23
223629012,c1ccc(-n2c3ccccc3c3c4ccccc4[nH]c32)cc1,0.309,23
3628124,Cc1ccc2[nH]c3c(ccc4c5ccccc5[nH]c43)c2c1,0.32799999999999996,23
4099968,Clc1ccc2nc(Cl)c3c4ccccc4[nH]c3c2c1,0.312,23
112974661,c1ccc2c(c1)[nH]c1ccc3c4ccccc4oc3c12,0.344,23
44138610,Cc1c2[nH]c3ccccc3c2cc2[nH]c3ccccc3c12,0.435,23
2144275,Cc1c2ccccc2c(Br)c2ccccc12,0.312,22
3160236,CCc1c2ccccc2c(Br)c2ccccc12,0.303,22
200783386,c1ccc2c(c1)[nH]c1c2ccc2oc3ccccc3c21,0.33299999999999996,23
1576156,c1ccc2c(c1)c1cccc3sc4cccc2c4c31,0.303,22
88284381,c1ccc2c(c1)[nH]c1cc3c(cc12)oc1ccccc13,0.313,23
1676937,CCc1cccc2cc3c(ccc4ccccc43)cc12,0.302,20
39127482,c1ccc2c(c1)[nH]c1c2ccc2c3ccccc3sc21,0.32299999999999995,23
1710766,c1ccc2c(c1)ncc1cc3c(cc12)[nH]c1ccccc13,0.304,23
5105368,Cc1[s+]c2ccccc2c2[nH]c3ccccc3c12,0.38299999999999995,23
18178658,Clc1cccc(/N=N\Nc2cccc(Cl)c2)c1,0.308,1
18206013,Oc1c(/N=N/c2ccccc2)c2ccccc2c2ccccc12,0.305,22
104356490,Oc1c(/N=N\c2ccccc2)c2ccccc2c2ccccc12,0.305,22
409108830,CCn1c(C)cc(/C=N/c2cccc3ccccc23)c1C,0.305,20
44890554,O=C(NC[C@@H](O)CN1CCOCC1)C(=O)Nc1c[nH]ccc1=O,0.336,0
44890551,O=C(NC[C@H](O)CN1CCOCC1)C(=O)Nc1c[nH]ccc1=O,0.336,0
19372168,COc1ccc(NC(=O)C(=O)NCCN2CCNCC2)cc1,0.306,13
40286448,COc1ccc(NC(=O)C(=O)NCCN2CCNCC2)cn1,0.306,13
1857736909,CN1CCO[C@@H](c2nc(CC(N)=O)nn2-c2ccccn2)C1,0.33,10
1875251600,NC(=O)Cc1nc([C@H]2C[C@@H](N)[C@H](O)C2)n(-c2ccccn2)n1,0.34,10
44901223,O=C(NC[C@H](O)CN1CCOCC1)C(=O)Nc1cccc(O)c1,0.336,0
237345309,CNS(=O)(=O)c1cc(C(=O)N2CCNCC2)ccc1F,0.37799999999999995,13
1603961,O=C(Cn1ccc(=O)[nH]c1=O)Nc1ccc(C(=O)O)c(O)c1,0.33,13
44901225,O=C(NC[C@@H](O)CN1CCOCC1)C(=O)Nc1cccc(O)c1,0.336,0
1857736908,CN1CCO[C@H](c2nc(CC(N)=O)nn2-c2ccccn2)C1,0.33,10
237344721,CNS(=O)(=O)c1cc(C(=O)N2CCCNCC2)c(C)o1,0.305,13
2389524,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](O)C(=O)O,0.31,7
14720642,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](C(=O)O)[C@@H](O)C(=O)O,0.31,7
14720637,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@H](O)C(=O)O,0.31,7
14720640,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](C(=O)O)[C@H](O)C(=O)O,0.31,7
31168253,C[C@@](O)(C(=O)O)[C@H](O)COC(=O)/C=C/c1ccc(O)c(O)c1,0.307,7
31168242,C[C@](O)(C(=O)O)[C@@H](O)COC(=O)/C=C/c1ccc(O)c(O)c1,0.307,7
31168245,C[C@@](O)(C(=O)O)[C@@H](O)COC(=O)/C=C/c1ccc(O)c(O)c1,0.307,7
31168249,C[C@](O)(C(=O)O)[C@H](O)COC(=O)/C=C/c1ccc(O)c(O)c1,0.307,7
33832846,O=C(/C=C\c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](O)C(=O)O,0.31,7
236586851,O=C(c1cnn2cc(Br)cnc12)N1CCNCC1,0.34,13
467593,O=C1c2ccccc2C(=O)N1n1c(=O)[nH]c2ccccc2c1=O,0.307,23
97506099,O=C(NCCN1CCOCC1)c1cc(=O)[nH]c2cc(F)ccc12,0.311,0
409414039,Cc1cc(NC(=O)C[C@@H]2NC(=O)c3ccccc3NC2=O)n[nH]1,0.315,24
22792392,COc1ccccc1NC(=O)C[C@H](C(=O)O)N1CCNCC1,0.309,13
97172855,O=C(C[C@@H]1CCc2ccccc21)NCC(=O)N1CCNCC1,0.304,13
67817862,CCN(CC)Cc1cnc2c(C(=O)N3CCNCC3)cnn2c1,0.327,13
253410100,Cc1cc(NC(=O)C[C@H]2NC(=O)c3ccccc3NC2=O)n[nH]1,0.315,24
262949483,CCC(=O)Nc1cccc(C(=O)N2CCO[C@@H](C(=O)O)C2)c1,0.33299999999999996,13
1857677787,CCn1nc(-c2nc(CC(N)=O)nn2-c2ccccn2)cc1C,0.34,10
97172852,O=C(C[C@H]1CCc2ccccc21)NCC(=O)N1CCNCC1,0.304,13
55271457,CCC(=O)Nc1cccc(C(=O)NCCN2CCNC2=O)c1,0.318,13
262949484,CCC(=O)Nc1cccc(C(=O)N2CCO[C@H](C(=O)O)C2)c1,0.33299999999999996,13
106810390,O=C1NC(=O)/C(=C2/C(=O)Nc3ccc(Br)cc32)N1,0.55,17
584898255,CC(=O)Nc1ccc(C(=O)N2C[C@H](O)[C@@H](N(C)C)C2)c(O)c1,0.39399999999999996,13
584899352,CNC(=O)C[C@@H]1CCN(C(=O)c2ccc(NC(C)=O)cc2O)C1,0.42200000000000004,13
65429030,CC(C)c1nc(CN2C(=O)CNC2=O)n(-c2ccccn2)n1,0.3,10
