zinc_id,new_smile,tanimoto_sim,cluster,BBBP
1593352,C[C@H](Cc1cccc2ccccc12)[C@@H](C)C(=O)O,0.33899999999999997,20,Permeable
141491455,Cc1ccnc(Nc2cccc(Cl)c2)c1,0.389,1,Permeable
1593354,C[C@H](C(=O)O)[C@H](C)Cc1cccc2ccccc12,0.33899999999999997,20,Permeable
5587376,Cc1c2c(nc3ccccc13)CCCCC2,0.363,9,Permeable
6313427,CC(C)(C)NCc1cccc2ccccc12,0.423,20,Permeable
42413538,Nc1cccc(-c2ncc(-c3ccccc3)o2)c1,0.318,1,Permeable
25436292,Cc1ccc(/C=C2\C(=O)Nc3ccccc32)s1,0.537,24,Permeable
4071859,CCC[C@](C)(O)c1cccc2ccccc12,0.31,20,Permeable
316696,CC(C)(C)c1cn2ccc3ccccc3c2n1,0.31,20,Permeable
36467393,CC(C)[C@](C)(O)c1cccc2ccccc12,0.315,20,Permeable
257198131,Cc1[nH]c(-c2ccccc2)c2ncnc(Cl)c12,0.302,15,Permeable
6035956,C[C@@H](SCc1cccc2ccccc12)C(=O)O,0.33299999999999996,20,Permeable
6080042,Nc1cccc(-c2ccccc2Cl)c1,0.33299999999999996,1,Permeable
40873149,Cc1c(O)cc(/C=C/c2ccccc2)cc1O,0.36,7,Non-Permeable
85391791,CCn1cc(-c2cccc3ccccc23)cn1,0.303,20,Permeable
36467394,CC(C)[C@@](C)(O)c1cccc2ccccc12,0.315,20,Permeable
71622042,Oc1cc(O)cc(/C=C\c2ccc(Cl)cc2)c1,0.551,7,Non-Permeable
45923362,Cc1ccc2nc(-c3cccc(N)c3)sc2c1,0.306,1,Permeable
55191916,CCC(O)(CC)c1cccc2ccccc12,0.301,20,Permeable
45920001,Nc1cccc(-c2nc3ccc(F)cc3s2)c1,0.306,1,Permeable
136901,O=C1Nc2ccccc2/C1=C\C=C\c1ccccc1,0.374,24,Permeable
8326035,CC[C@@H](C)NCc1cccc2ccccc12,0.35100000000000003,20,Permeable
96663087,CCc1ccc(/C=C2\C(=O)Nc3ccccc32)cc1,0.478,24,Permeable
8326785,CC[C@H](C)NCc1cccc2ccccc12,0.35100000000000003,20,Permeable
68605476,C[C@H](CO)c1ccc(-c2ccccc2)c(F)c1,0.314,15,Permeable
5081027,COc1cc(/C=C\c2ccccc2)ccc1O,0.309,7,Non-Permeable
19502345,CCCCc1nc2ccccc2c(C(=O)O)c1C,0.337,9,Permeable
49588452,Oc1cc(O)cc(/C=C/c2ccc(Cl)cc2)c1,0.551,7,Non-Permeable
199937351,CN(Cc1cccc2ccccc12)c1ccncc1,0.336,20,Permeable
120595,COc1cc(/C=C/c2ccccc2)ccc1O,0.309,7,Non-Permeable
1593353,C[C@@H](Cc1cccc2ccccc12)[C@H](C)C(=O)O,0.33899999999999997,20,Permeable
16526332,O=C(O)CCSCc1cccc2ccccc12,0.316,20,Permeable
4802474,COc1cc(O)cc(/C=C\c2ccccc2)c1,0.337,7,Non-Permeable
687013129,CSc1cccc(-c2ccnc(Cl)n2)c1,0.32,1,Permeable
226102790,Nc1cccc(-c2cnc(-c3ccccc3)o2)c1,0.318,1,Permeable
252497134,Cc1nc(-c2cccc(Cl)c2)ccc1C=O,0.317,1,Permeable
45946628,Cc1cccc2sc(-c3cccc(N)c3)nc12,0.321,1,Permeable
64875391,Cc1cccc2c(Nc3cccc(N)c3)ccnc12,0.38,1,Permeable
70251029,CC(C)(C)C(=O)NCc1cccc2ccccc12,0.4,20,Permeable
6020180,C[C@H](SCc1cccc2ccccc12)C(=O)O,0.33299999999999996,20,Permeable
19906911,CCCCNCc1cccc2ccccc12,0.33299999999999996,20,Permeable
95097401,Clc1nccc2nc(-c3ccccc3)ccc12,0.303,1,Permeable
68605472,C[C@@H](CO)c1ccc(-c2ccccc2)c(F)c1,0.314,15,Permeable
1686741,c1ccc2c(CN3CCCCC3)cccc2c1,0.319,20,Permeable
6375954,CC(C)CNCc1cccc2ccccc12,0.35100000000000003,20,Permeable
39233179,Clc1cccc(-c2nc3ncccc3o2)c1,0.302,1,Permeable
41720164,Nc1cccc(Nc2ccnc3ccccc23)c1,0.374,1,Non-Permeable
8579249,Cc1[nH]c2ccccc2c(=O)c1-c1ccccc1,0.317,23,Permeable
571076,c1ccc2c(CNCc3ccncc3)cccc2c1,0.32,20,Permeable
4071860,CCC[C@@](C)(O)c1cccc2ccccc12,0.31,20,Permeable
1712157,O=C(O)c1cc(C2CCCC2)nc2ccccc12,0.34,9,Permeable
64875374,Cc1ccc2nccc(Nc3cccc(N)c3)c2c1,0.36700000000000005,1,Permeable
1593351,C[C@@H](Cc1cccc2ccccc12)[C@@H](C)C(=O)O,0.33899999999999997,20,Permeable
196640,Cn1c2ccccc2c2[nH]c3ccccc3c21,0.33899999999999997,23,Permeable
402497,O=C(O)c1cc2ccccc2c2ccccc12,0.303,22,Non-Permeable
5785090,O=[N+]([O-])c1ccc(Nc2cccc(Cl)c2)cc1,0.34700000000000003,1,Permeable
78762652,c1ccc2c(c1)[nH]c1c3ccccc3[nH]c21,0.455,23,Permeable
457215,c1ccc2c(c1)c1ccccc1c1[nH]cnc21,0.301,22,Permeable
1621214,c1ccc2c(c1)c1ccccc1c1nccnc21,0.302,22,Permeable
498049228,Oc1ncc2c3ccccc3c3ccccc3c2n1,0.33299999999999996,22,Permeable
4974347,OCCc1cccc2ccc3ccccc3c12,0.311,20,Permeable
14517285,c1ccc2c(c1)ncc1c3ccccc3[nH]c21,0.33299999999999996,23,Permeable
16526065,O=c1c2ccccc2[nH]c2c1ccc1ccccc12,0.349,23,Permeable
8649763,O=c1[nH]c2ccccc2c2cc3ccccc3cc12,0.308,23,Permeable
6475078,Oc1cc2nc3ccccc3nc2c2ccccc12,0.308,22,Permeable
2255758,C=CC[N+](C)(C)Cc1cccc2ccccc12,0.345,20,Permeable
1241053,C=C(C)C[N+](C)(C)Cc1cccc2ccccc12,0.35100000000000003,20,Permeable
561350,Oc1ccc(/C=N/c2ccc(Cl)cc2)cc1O,0.315,7,Permeable
100251152,Cc1ccc(/C=C2/Nc3ccccc3C2=O)cc1,0.344,24,Permeable
35674564,N#Cc1ccc(Nc2cccc(Cl)c2)c(N)c1,0.37,1,Permeable
20823487,Cc1cc(NN=C2CCCC2)nc2ccccc12,0.318,9,Permeable
84916133,SCCCc1cccc2ccccc12,0.34600000000000003,20,Permeable
256050362,Cc1nc(-c2cccc(Cl)c2)ccc1C#N,0.317,1,Permeable
41020585,N#Cc1cc(N)ccc1Nc1cccc(Cl)c1,0.39399999999999996,1,Permeable
71002825,Clc1c2c(nc3ccccc13)CCCCC2,0.363,9,Permeable
44367334,C[C@@H](N)c1cccc(-c2cccc(Cl)c2)c1,0.301,1,Permeable
669380510,Fc1ccc(-c2ccsc2)cc1Cl,0.349,19,Permeable
44367330,C[C@H](N)c1cccc(-c2cccc(Cl)c2)c1,0.301,1,Permeable
118200,S=c1nc[nH]c2scc(-c3ccccc3)c12,0.32,15,Permeable
5257525,Cc1[nH]c2ccccc2c1-c1nc2ccccc2[nH]1,0.341,23,Permeable
1723297,c1ccc2c(-c3c[nH]c4ccccc34)c[nH]c2c1,0.312,23,Permeable
533279,Cc1ccnc(NCc2cccc3ccccc23)c1,0.355,20,Permeable
1722225,Cc1[nH]c2ccccc2c1-c1ccccc1,0.3,23,Permeable
157480,Clc1cccc(Nc2ccccc2)c1,0.37200000000000005,1,Permeable
95495632,Nc1cccc(-c2cc(Cl)cc(Cl)c2)c1,0.313,1,Permeable
14629120,Nc1ccccc1OCc1cccc2ccccc12,0.344,20,Permeable
2268007,c1c2c(nc3c1CCC3=C1CCCC1)CCCC2,0.301,9,Permeable
187911,c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1,0.303,23,Permeable
169828452,C[Si](C)(C)Cc1cccc2ccccc12,0.385,20,Permeable
114583761,Brc1cccc2c1[nH]c1ccccc12,0.304,23,Permeable
4240732,c1ccc(CNCc2cccc3ccccc23)cc1,0.31,20,Permeable
1043386,c1ccc(NCc2cccc3ccccc23)cc1,0.32,20,Permeable
4575768,CC1CCN(Cc2cccc3ccccc23)CC1,0.325,20,Permeable
97771,Clc1ncnc2scc(-c3ccccc3)c12,0.34700000000000003,15,Permeable
19920296,Fc1cccc(CNc2cccc(Cl)c2)c1,0.32,1,Permeable
7610483,CC(C)(C)OC(=O)Nc1cccc2ccccc12,0.316,20,Permeable
1999367,c1ccc(Cc2cccc3ccccc23)cc1,0.377,20,Permeable
4182891,Cc1cccc(NCc2cccc3ccccc23)n1,0.344,20,Permeable
1592123,c1ccc2c(CCc3ccncc3)cccc2c1,0.331,20,Permeable
2541399,Clc1ncnc2c(-c3ccccc3)csc12,0.33299999999999996,15,Permeable
967231,CC(C)(C)C(=O)c1cccc2ccccc12,0.33899999999999997,20,Permeable
1868478,COc1ccc(Nc2cccc(Cl)c2)cc1,0.354,1,Permeable
113794979,Brc1cccc2[nH]c3ccccc3c12,0.316,23,Permeable
21950674,Nc1cccc(-c2ccc(Cl)c(Cl)c2)c1,0.327,1,Permeable
311256,CC(C)(C)CC(=O)Nc1cccc2ccccc12,0.32799999999999996,20,Permeable
2529013,Nc1cccc(-c2cccc3ccccc23)c1,0.324,1,Permeable
4695100,CCCCN(CC)Cc1cccc2ccccc12,0.331,20,Permeable
4299224,FC(F)(F)c1cccc(-c2ccsc2)c1,0.312,19,Permeable
12929607,Cc1c2c(nc3ccccc13)-c1ccccc1CC2,0.302,9,Permeable
489919,Cc1ccc2nc(-c3cc4ccccc4o3)cn2c1,0.327,12,Permeable
35326,Cc1c(-c2nc3ccccc3[nH]2)[nH]c2ccccc12,0.33299999999999996,23,Permeable
32686258,Clc1cccc(Nc2nc3ccccc3o2)c1,0.365,1,Permeable
60020856,Clc1ccc2[nH]cc(-c3ccccc3)c2c1,0.308,15,Permeable
216697744,Clc1cccc(-c2cc(-c3ccco3)on2)c1,0.306,1,Permeable
4299215,Brc1ccc(-c2ccsc2)cc1,0.314,19,Permeable
1706343,c1ccc(CCc2cccc3ccccc23)nc1,0.342,20,Permeable
2529019,Nc1cccc(-c2ccc3ccccc3c2)c1,0.324,1,Permeable
14194670,c1ccc2c(CN3CCCCCC3)cccc2c1,0.304,20,Permeable
5721262,COc1ccsc1Nc1cccc(Cl)c1,0.307,1,Permeable
36532537,COc1ccc2cc(-c3cccc(N)c3)ccc2c1,0.31,1,Permeable
4299214,Brc1cccc(-c2ccsc2)c1,0.341,19,Permeable
7261350,CCCCCNCc1cccc2ccccc12,0.322,20,Permeable
7605130,c1ccc(OCc2cccc3ccccc23)cc1,0.32,20,Permeable
1689792,c1ccc2cc3c(cc2c1)[nH]c1ccccc13,0.302,23,Permeable
1627145,Cc1c2ccccc2c(C=O)c2ccccc12,0.303,22,Permeable
5675128,C[C@@H](O)c1cc2ccccc2c2ccccc12,0.303,22,Permeable
1846592,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,0.302,23,Permeable
157625,S=c1[nH]c2ccccc2c2ccccc12,0.32799999999999996,23,Permeable
3877568,S=c1c2ccccc2[nH]c2ccccc12,0.387,23,Permeable
1690207,c1ccc2c(c1)ccc1c3ccccc3[nH]c21,0.33299999999999996,23,Permeable
59790217,Cc1cnc2c3ccccc3c3ccccc3c2n1,0.308,22,Permeable
1701155,c1ccc2c(c1)ccc1[nH]c3ccccc3c12,0.355,23,Permeable
393032,Oc1c2ccccc2cc2cnc3ccccc3c12,0.321,22,Permeable
6794767,C[C@H](O)c1cc2ccccc2c2ccccc12,0.303,22,Permeable
1427055,Clc1nc2ccccc2c2ccccc12,0.319,22,Permeable
165635,O=Cc1c2ccccc2c(Cl)c2ccccc12,0.303,22,Permeable
401404,OCc1c2ccccc2c(Cl)c2ccccc12,0.316,22,Permeable
225752227,Nc1cc2ccccc2c2c1[nH]c1ccccc12,0.38299999999999995,23,Permeable
2539134,Oc1cccc2c1ccc1c3ccccc3[nH]c21,0.308,22,Permeable
3098735,c1ccc2c(c1)c1ccccc1c1ocnc21,0.301,22,Permeable
44249305,NCc1c2ccccc2c(Cl)c2ccccc12,0.303,22,Permeable
1704512,Cc1cc2c3ccccc3c3ccccc3c2nn1,0.308,22,Permeable
1577086,Oc1ccc2c(c1)c1ccccc1c1ncccc21,0.321,22,Permeable
1581054,Cc1nc2c(Cl)cccc2c2ccccc12,0.34,22,Permeable
1873167,CSc1nc2ccccc2c2ccccc12,0.309,22,Permeable
2547626,c1ccc2c(c1)[nH]c1c3ccccc3oc21,0.345,23,Permeable
1683335,Oc1c(Cl)c2ccccc2c2ccccc12,0.385,22,Permeable
1667753,Cc1c2cnccc2c(C)c2c1[nH]c1ccccc12,0.302,23,Permeable
1410507,Cc1cc(C=O)c(C)n1-c1cccc2ccccc12,0.303,20,Permeable
8703693,Nc1ccc(OCc2cccc3ccccc23)cc1,0.34700000000000003,20,Permeable
505538,Oc1ccc(NCc2cccc3ccccc23)cc1,0.325,20,Permeable
977546,Cc1ccc(C)n1-c1cccc2ccccc12,0.308,20,Permeable
89211667,Nc1ccc(Cc2cccc3ccccc23)cc1,0.40700000000000003,20,Permeable
85650731,C=C(Cl)Cc1cccc2ccccc12,0.35200000000000004,20,Permeable
71795293,C=C(Br)Cc1cccc2ccccc12,0.35200000000000004,20,Permeable
4546633,C=CCN(CC=C)Cc1cccc2ccccc12,0.308,20,Permeable
2271386,O=C1C(=C2CCCC2)CC/C1=C\c1ccccc1,0.36200000000000004,9,Permeable
1555371,C=C(C)C[C@](C)(O)c1cccc2ccccc12,0.304,20,Permeable
2043319,C=C(C)C[C@@](C)(O)c1cccc2ccccc12,0.304,20,Permeable
3506172,Cc1ccc(C)c(/C=C2\Cc3ccccc3C2=O)c1,0.304,24,Permeable
223717164,Cc1cc(C#N)c(C)n1-c1cccc2ccccc12,0.303,20,Permeable
16942305,[N-]=[N+]=Nc1c2c(nc3ccccc13)CCCC2,0.34,9,Permeable
1872896,Cc1c(C#N)c2ccccc2c2ccccc12,0.303,22,Permeable
1715818,N#Cc1ccccc1Cc1cccc2ccccc12,0.36700000000000005,20,Permeable
2038952,Clc1cccc(-c2cccc(Cl)c2)c1,0.306,1,Permeable
257355119,CCCC(C)(C)Nc1cccc2ccccc12,0.322,20,Permeable
1084563,CC(C)(C)Sc1cccc2ccccc12,0.34600000000000003,20,Permeable
71618951,Clc1ccc2ccc(-c3ccccc3)nc2c1,0.303,1,Permeable
71785253,c1ccc(CCc2cccc3ccccc23)cc1,0.32,20,Permeable
19992160,Cc1ccccc1NCc1cccc2ccccc12,0.33299999999999996,20,Permeable
134831,Oc1c(Cl)c(Cl)c(Cl)c2ccccc12,0.31,22,Permeable
37868843,Cc1cc(-c2cccc3ccccc23)c(C)cn1,0.314,20,Permeable
90676759,O=Nc1cc(-c2ccccc2)c2ccccc2c1O,0.324,22,Permeable
6332119,Cc1ccc(NCc2cccc3ccccc23)cc1,0.336,20,Permeable
6427158,CCCCCCNCc1cccc2ccccc12,0.311,20,Permeable
3124402,CCc1c(C)c2ccccc2c2ccccc12,0.303,22,Permeable
384011,Sc1c2ccccc2c(S)c2ccccc12,0.312,22,Permeable
1673064,Cc1c2ccccc2c(C)c2ccccc12,0.312,22,Permeable
1644077,Clc1cc2ccccc2c2ccccc12,0.305,22,Permeable
101841895,c1ccc2c(c1)c1ccccc1c1scnc21,0.301,22,Permeable
5105345,c1ccc2c(c1)[nH]c1c3ccccc3[s+]cc21,0.33299999999999996,23,Permeable
1845994,Cc1c(C)c2ccccc2c2ccccc12,0.312,22,Permeable
2011666,Cc1cc2c(C)cccc2c2ccccc12,0.326,22,Permeable
1722238,Oc1c2ccccc2cc2c1ccc1ccccc12,0.33299999999999996,22,Permeable
83317181,Cc1cc2cccc(C)c2c2ccccc12,0.312,22,Permeable
1609078,c1ccc2c(c1)[nH]c1c3ccccc3sc21,0.345,23,Permeable
2008037,Oc1cc2c3ccccc3ccc2c2ccccc12,0.308,22,Permeable
5064429,Oc1cc2ccccc2c2c1ccc1ccccc12,0.308,22,Permeable
409393,N#Cc1c2ccccc2c(Cl)c2ccccc12,0.303,22,Permeable
407116,Clc1c2ccccc2c(Cl)c2ccccc12,0.312,22,Permeable
1632780,Clc1c(Cl)c2ccccc2c2ccccc12,0.312,22,Permeable
59246743,CCCCCCCCc1cccc2ccccc12,0.311,20,Permeable
40286594,O=C(NCCN1CCNCC1)C(=O)Nc1cccc(O)c1,0.336,13,Non-Permeable
36353003,O=C(NCCN1CCNCC1)C(=O)Nc1ccccc1O,0.312,13,Non-Permeable
13736400,Cc1ccc(S(=O)(=O)NCC(=O)N2CCNCC2)cc1,0.32,13,Permeable
19372158,Cc1ccc(NC(=O)C(=O)NCCN2CCNCC2)cc1,0.315,13,Non-Permeable
11866621,O=C(c1cc(F)ccc1-n1cnnn1)N1CCNCC1,0.359,13,Permeable
19372166,O=C(NCCN1CCNCC1)C(=O)Nc1ccc(F)cc1,0.303,13,Non-Permeable
97370430,Nc1ncc(C(=O)NC(CO)CO)c(-c2ccccc2)n1,0.358,15,Permeable
20282279,O=C(c1ccc(-n2cnnn2)cc1)N1CCNCC1,0.308,13,Permeable
19371532,Cc1cccc(NC(=O)C(=O)NCCN2CCNCC2)c1,0.324,13,Non-Permeable
3023696,O=C1NC(=O)C(=C2C(=O)Nc3ccccc32)C(=O)N1,0.32299999999999995,24,Permeable
36353226,O=C(NCCN1CCNCC1)C(=O)Nc1ccc(O)cc1,0.327,13,Non-Permeable
67909023,CC(=O)N1CCCn2nc(C(=O)N3CCNCC3)cc2C1,0.3,13,Permeable
22593044,O=C(C[C@@H](C(=O)O)N1CCNCC1)Nc1cccnc1,0.317,13,Non-Permeable
5553053,O=C1Nc2ccc(F)cc2/C1=c1/sc2n(c1=O)CCN=2,0.311,17,Permeable
41070418,NC(=O)c1nn(-c2ccccn2)c2c1CS(=O)(=O)CC2,0.37799999999999995,10,Permeable
22593049,O=C(C[C@H](C(=O)O)N1CCNCC1)Nc1cccnc1,0.317,13,Non-Permeable
97711628,Cn1cc(C#N)cc1C(=O)NCC(=O)N1CCNCC1,0.32,13,Non-Permeable
3909212,Cn1c(N/N=C2/C(=O)Nc3ccccc32)cc(=O)n(C)c1=O,0.327,24,Non-Permeable
38602526,CCOC(=O)c1cnc2c(C(N)=O)c(SC)nn2c1N,0.304,10,Non-Permeable
670438865,Cn1ccnc1[C@H](NC(CO)CO)c1ccccc1,0.308,15,Permeable
299803833,O=C(CN1C(=O)CCc2cc(O)ccc21)N1CCNCC1,0.321,13,Non-Permeable
670438866,Cn1ccnc1[C@@H](NC(CO)CO)c1ccccc1,0.308,15,Permeable
19909922,CCOC(=O)c1nn(-c2ccccc2)c(N)c1C(N)=O,0.315,10,Permeable
23291868,CCOc1ccc(NC(=O)CN2CCNCC2)cc1,0.337,13,Non-Permeable
100291128,Cc1ccc2c(c1)/C(=C1/NC(=S)NC1=O)C(=O)N2,0.409,17,Permeable
82098981,CC(C)Cc1cc(C(=O)N2CCNCC2)n(C)n1,0.316,13,Permeable
4594291,Cc1c(S(=O)(=O)Nc2ccccc2C(N)=O)cnn1C,0.327,21,Permeable
2578512,CCn1cc(Br)c(C(=O)N2CCNCC2)n1,0.341,13,Permeable
40342,O=C(O)CCC(=O)Nc1ccc(C(=O)O)c(O)c1,0.359,13,Permeable
19967124,O=C1C(=O)N(CCN2CCOCC2)c2ccc(F)cc21,0.301,0,Permeable
67770995,CN(Cc1c[nH]nc1-c1ccccc1)C(CO)CO,0.315,15,Non-Permeable
216543312,O=C(c1ccc(F)cc1O)N1CCC[C@](O)(CO)CC1,0.32,13,Permeable
534589134,Cc1ccc(C(=O)O)cc1CNC(=O)CN1CCNCC1,0.33,13,Non-Permeable
71772575,CCOC(=O)C(=O)Nc1ccc(C(=O)O)c(O)c1,0.344,13,Non-Permeable
5061176,COc1cc(OC)cc(C(=O)N2CCNCC2)c1,0.34,13,Permeable
225583359,Cc1nn(-c2ccccn2)c(C)c1CCNS(C)(=O)=O,0.326,10,Permeable
100501011,CC(=O)N1C(=S)NC(=O)/C1=C1/C(=O)Nc2ccccc21,0.33,24,Permeable
5061046,COc1cccc(C(=O)N2CCNCC2)c1OC,0.39799999999999996,13,Permeable
386761,CCN1CCN(C(=O)c2ccc(N)cc2C(=O)O)CC1,0.314,13,Permeable
71747113,Cc1ccc(C(=O)N2CCN[C@@H](C(=O)O)C2)c(O)c1,0.361,13,Non-Permeable
48194361,Cc1cc(NC(=O)Cn2ccnn2)n(-c2ccccn2)n1,0.31,10,Permeable
244970184,NC(=O)c1ccccc1NC(=O)c1cc(O)ncn1,0.302,21,Permeable
100138691,CN1C(=O)/C(=C2/C(=O)Nc3ccccc32)NC1=S,0.355,24,Permeable
19797588,COc1ccc(OC)c(NC(=O)CN2CCNCC2)c1,0.302,13,Permeable
534592793,Nc1n[nH]c(C(=O)N2CCNCC2)c1-c1ccccc1,0.308,13,Permeable
23291851,COc1ccc(NC(=O)CN2CCNCC2)c(OC)c1,0.302,13,Permeable
2510530,COC(=O)c1ccc(NC(=O)/C=C/C(=O)O)cc1O,0.303,13,Non-Permeable
48422449,Cc1cc(NC(=O)Cn2nnc(C)n2)n(-c2ccccn2)n1,0.317,10,Permeable
534671648,COC(=O)c1cc(O)cc(C(=O)N2CCCNCC2)c1,0.337,13,Non-Permeable
216543357,O=C(c1ccc(F)cc1O)N1CCC[C@@](O)(CO)CC1,0.32,13,Permeable
1279953,Cn1ncc(Br)c1C(=O)N1CCNCC1,0.326,13,Permeable
3684658,COc1cccc(OC)c1C(=O)N1CCNCC1,0.354,13,Permeable
1857717874,Cc1ncn(C)c1-c1nc(CC(N)=O)nn1-c1ccccn1,0.354,10,Permeable
97447076,O=C(NC(CO)CO)c1cnc(Nc2ccccc2)nc1,0.321,15,Permeable
32126558,COc1ccc(C(=O)N2CCNCC2)c(OC)c1OC,0.37799999999999995,13,Permeable
19976807,COC(=O)c1ccc(NC(=O)CN2CCNCC2)cc1,0.35600000000000004,13,Non-Permeable
21951662,COc1ccc(C(=O)N2CCNCC2)c(OC)c1,0.429,13,Permeable
42684478,CS(=O)(=O)c1ccc(C(=O)O)c(N2CCNCC2)c1,0.327,13,Permeable
71747112,Cc1ccc(C(=O)N2CCN[C@H](C(=O)O)C2)c(O)c1,0.361,13,Non-Permeable
4893995,COc1cc(C(=O)N2CCNCC2)cc(OC)c1OC,0.311,13,Permeable
6373268,Cc1nn(C)cc1S(=O)(=O)Nc1ccccc1C(N)=O,0.327,21,Permeable
14007805,O=C(c1cncc(Br)c1)N1CCNCC1,0.344,13,Permeable
65424250,CC(C)Cc1nc(Cn2nnnc2N)n(-c2ccccn2)n1,0.307,10,Permeable
27178590,O=C1Nc2ccccc2/C1=C/NCCN1CCOCC1,0.33299999999999996,24,Permeable
6182239,COc1ccc(C(=O)N2CCNCC2)cc1OC,0.368,13,Permeable
100161454,CCc1ccc2c(c1)/C(=C1/NC(=S)NC1=O)C(=O)N2,0.396,17,Permeable
36089809,CC(=O)Nc1ccc(S(=O)(=O)N2CCNCC2)cc1,0.31,13,Permeable
97578744,NC(=O)c1ccc(-c2cc(NCCO)ncn2)cc1,0.317,19,Permeable
36379667,Cc1ccc(O)c(S(=O)(=O)N2CCNCC2)c1,0.312,13,Permeable
73234,O=C(O)/C=C/C(=O)Nc1ccc(C(=O)O)c(O)c1,0.302,13,Non-Permeable
21958698,CS(=O)(=O)c1cccc(C(=O)N2CCNCC2)c1,0.37200000000000005,13,Permeable
19771400,Cc1cc(=O)n2ccc(CN3CCOCC3)c(O)c2n1,0.5,5,Non-Permeable
19834577,COC(=O)c1ccsc1NC(=O)CN1CCNCC1,0.311,13,Permeable
575432149,O=C1NC(=O)c2cc(Br)ccc2C1=O,0.341,17,Permeable
100496596,O=C1NC(=S)N/C1=C1\C(=O)Nc2ccc(F)cc21,0.409,17,Permeable
48501592,Cc1cc(NC(=O)Cn2cncn2)n(-c2ccccn2)n1,0.31,10,Permeable
22592997,O=C(C[C@H](C(=O)O)N1CCNCC1)Nc1cccc(F)c1,0.359,13,Permeable
39556017,O=C1NC(=O)C(=C2C(=O)Nc3ccc(Cl)cc32)C(=O)N1,0.35100000000000003,17,Permeable
23291872,CCOC(=O)c1ccc(NC(=O)CN2CCNCC2)cc1,0.35600000000000004,13,Non-Permeable
19346044,O=C1C(=O)N(CN2CCOCC2)c2ccc(F)cc21,0.3,0,Permeable
95428389,Cc1nc(NC[C@@H](O)CN2CCOCC2)sc1C,0.304,0,Permeable
11780828,Cn1nc(C(=O)Nc2ccccc2C(N)=O)ccc1=O,0.308,21,Permeable
42684464,CS(=O)(=O)c1ccc(C(=O)O)cc1N1CCNCC1,0.3,13,Permeable
45953885,CCC(=O)Nc1cccc(N2C[C@H](C(N)=O)CC2=O)c1,0.311,13,Permeable
23292111,COC(=O)c1ccccc1NC(=O)CN1CCNCC1,0.324,13,Permeable
218766139,O=C(O)[C@H](CO)NCc1cnc(-c2ccccc2)nc1,0.321,15,Permeable
22592304,Cc1ccc(NC(=O)C[C@@H](C(=O)O)N2CCNCC2)cc1,0.363,13,Non-Permeable
35288695,COc1ccc2c(=O)c(C(=O)N3CCNCC3)c[nH]c2c1,0.375,13,Non-Permeable
39556014,Cc1ccc2c(c1)C(=C1C(=O)NC(=S)NC1=O)C(=O)N2,0.379,17,Permeable
218766109,O=C(O)[C@@H](CO)NCc1cnc(-c2ccccc2)nc1,0.321,15,Permeable
252507614,CN(C[C@H](O)CN1CCOCC1)c1ccc(F)cn1,0.304,0,Permeable
6088036,O=C(c1c[nH]c2c(F)cccc2c1=O)N1CCNCC1,0.359,13,Permeable
95428388,Cc1nc(NC[C@H](O)CN2CCOCC2)sc1C,0.304,0,Permeable
179730996,Cc1scc(C(=O)NC[C@@H](O)CN2CCOCC2)c1C,0.4,0,Permeable
195554161,O=C(c1ncn(-c2ccccc2)n1)N1CCNCC1,0.302,13,Permeable
45953888,CCC(=O)Nc1cccc(N2C[C@@H](C(N)=O)CC2=O)c1,0.311,13,Permeable
3023694,Cc1ccc2c(c1)C(=C1C(=O)NC(=O)NC1=O)C(=O)N2,0.35100000000000003,17,Non-Permeable
4887146,O=C(O)/C=C\C(=O)Nc1ccc(C(=O)O)c(O)c1,0.302,13,Non-Permeable
96485332,CCc1ccccc1C(=O)NC[C@H](O)CN1CCOCC1,0.37,0,Non-Permeable
25306499,Cn1cc(NC(=O)Cn2c(=O)cnc3ccccc32)cn1,0.309,21,Non-Permeable
20151224,CC(=O)NC(=S)Nc1ccc(C(=O)O)c(O)c1,0.33,13,Permeable
22592993,O=C(C[C@@H](C(=O)O)N1CCNCC1)Nc1cccc(F)c1,0.359,13,Permeable
3852624,NC(=O)c1nn(-c2ccccc2)c2ncnc(N)c12,0.306,20,Permeable
22592566,O=C(C[C@H](C(=O)O)N1CCNCC1)Nc1ccc(F)cc1,0.35,13,Permeable
1556837,NC(=O)c1c(CC(=O)O)nn(-c2ccccc2)c1N,0.315,10,Permeable
179730981,Cc1scc(C(=O)NC[C@H](O)CN2CCOCC2)c1C,0.4,0,Permeable
96485333,CCc1ccccc1C(=O)NC[C@@H](O)CN1CCOCC1,0.37,0,Non-Permeable
22592310,Cc1ccc(NC(=O)C[C@H](C(=O)O)N2CCNCC2)cc1,0.363,13,Non-Permeable
22592561,O=C(C[C@@H](C(=O)O)N1CCNCC1)Nc1ccc(F)cc1,0.35,13,Permeable
252507613,CN(C[C@@H](O)CN1CCOCC1)c1ccc(F)cn1,0.304,0,Permeable
332011931,CCS(=O)(=O)C1CN(C(=O)c2ccc(F)cc2O)C1,0.306,13,Permeable
12436508,CN1C(=N)NC(=O)/C1=C1/C(=O)Nc2ccc([N+](=O)[O-])cc21,0.35100000000000003,17,Non-Permeable
