lig_chembl_id,pro_chembl_id,pref_name,accession,pchembl_value,standard_type,assay_id,confidence_score,canonical_smiles,description
CHEMBL1986499,CHEMBL4121,"CaM kinase II beta",Q13554,5.7,Ki,809235,8,Nc1n[nH]c2ccc(-c3nnn(Cc4ccccc4)c3-c3ccc(F)cc3)cc12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL2000393,CHEMBL4121,"CaM kinase II beta",Q13554,5.4,Ki,809235,8,O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1C1CCOc2c(F)cccc21,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL2004311,CHEMBL4121,"CaM kinase II beta",Q13554,5.1,Ki,809235,8,Cc1cc(C)cc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)c(C)c2)c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1992634,CHEMBL4121,"CaM kinase II beta",Q13554,6.4,Ki,809235,8,Brc1cnc2[nH]cc(-c3ccccc3)c2c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1976396,CHEMBL4121,"CaM kinase II beta",Q13554,5.3,Ki,809235,8,Cc1cc(C(=O)NCCOCCOCCN)ccc1-c1cccc2c(CCCOc3cccc4ccccc34)c(C(=O)O)[nH]c12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1988594,CHEMBL4121,"CaM kinase II beta",Q13554,5.3,Ki,809235,8,Nc1ncnc2scc(C(=O)Nc3ccc(NC(=O)Nc4ccccc4)cc3)c12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1982874,CHEMBL4121,"CaM kinase II beta",Q13554,5.1,Ki,809235,8,Nc1nc2ccc(-c3c(-c4ccc(F)cc4)nc4sccn34)cc2n1CC1CC1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL394790,CHEMBL4121,"CaM kinase II beta",Q13554,5.3,Ki,809235,8,Nc1nccc2scc(-c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)c12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1974702,CHEMBL4121,"CaM kinase II beta",Q13554,5.2,Ki,809235,8,Cc1nc2c(sc3c(Br)ccc(Cl)c32)c(=O)o1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1988153,CHEMBL4121,"CaM kinase II beta",Q13554,5.5,Ki,809235,8,Cc1nnc(-c2cc3c(Oc4ccc(C(F)(F)F)cc4)cncc3s2)o1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1998121,CHEMBL4121,"CaM kinase II beta",Q13554,5.6,Ki,809235,8,NCCC(C(=O)Nc1ccc2[nH]ncc2c1)c1ccc(Cl)c(Cl)c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1979577,CHEMBL4121,"CaM kinase II beta",Q13554,5.6,Ki,809235,8,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CC(C)(C)N)cnc(N)c34)cc2)c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1996817,CHEMBL4121,"CaM kinase II beta",Q13554,6.5,Ki,809235,8,CCCCOc1ncnc2[nH]cc(-c3ccccc3)c12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1990884,CHEMBL4121,"CaM kinase II beta",Q13554,5.3,Ki,809235,8,Cc1cc(C)c2oc(Nc3ccc(-c4cccc(C(N)=O)c4N)cc3F)nc2c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1990885,CHEMBL4121,"CaM kinase II beta",Q13554,5.9,Ki,809235,8,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1995740,CHEMBL4121,"CaM kinase II beta",Q13554,5.2,Ki,809235,8,COc1cc(-c2ccc3c(c2)Nc2ccc([N+](=O)[O-])cc2NC3=O)ccc1O,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1969042,CHEMBL4121,"CaM kinase II beta",Q13554,5.2,Ki,809235,8,Oc1ccc(Nc2[nH]nc(-c3ccc(O)cc3)c2-c2ccc(O)cc2)cc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1999931,CHEMBL4121,"CaM kinase II beta",Q13554,5.6,Ki,809235,8,O=C(Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12)c1ccccc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL2007064,CHEMBL4121,"CaM kinase II beta",Q13554,5.2,Ki,809235,8,Cc1[nH]c(C=C2C(=O)Nc3ccccc32)c(C)c1CCC(=O)O,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1981047,CHEMBL4121,"CaM kinase II beta",Q13554,5.1,Ki,809235,8,COC(C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1991063,CHEMBL4121,"CaM kinase II beta",Q13554,6.6,Ki,809235,8,Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccc(Cl)c(Cl)c4)c3)cc12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL2002726,CHEMBL4121,"CaM kinase II beta",Q13554,6.5,Ki,809235,8,Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccccc4)c3)cc12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL226403,CHEMBL4121,"CaM kinase II beta",Q13554,5.2,Ki,809235,8,O=C1NCCc2[nH]c(-c3ccnc(-c4cnc5ccccc5c4)c3)cc21,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1997846,CHEMBL4121,"CaM kinase II beta",Q13554,5.5,Ki,809235,8,Clc1cc(NC2CCCCC2)nc(-c2c[nH]c3ncccc23)n1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL2004419,CHEMBL4121,"CaM kinase II beta",Q13554,5.2,Ki,809235,8,CC(C)Cn1c(N)nc2c(F)cc(-c3c(-c4ccc(F)cc4)nc4sccn34)cc21,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1994074,CHEMBL4121,"CaM kinase II beta",Q13554,5.5,Ki,809235,8,Brc1ccc2[nH]nc(-c3ccccc3)c2c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL2000801,CHEMBL4121,"CaM kinase II beta",Q13554,5.5,Ki,809235,8,O=C(Nc1ccc(-c2cccc3sncc23)cc1)Nc1ccc(F)c(C(F)(F)F)c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL2003638,CHEMBL4121,"CaM kinase II beta",Q13554,5.6,Ki,809235,8,O=C(Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12)c1cccc(F)c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1375640,CHEMBL4121,"CaM kinase II beta",Q13554,5.1,Ki,809235,8,Cc1nc(COc2ccccc2Cl)sc1-c1ccnc(N)n1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1989029,CHEMBL4121,"CaM kinase II beta",Q13554,5.2,Ki,809235,8,CC(C)OC1=NNC(=O)C1=Cc1c[nH]c2ccccc12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL392642,CHEMBL4121,"CaM kinase II beta",Q13554,5.5,Ki,809235,8,CSc1ccccc1CNc1ncc([N+](=O)[O-])c(NCC2CCC(CN)CC2)n1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL231209,CHEMBL4121,"CaM kinase II beta",Q13554,5.3,Ki,809235,8,Nc1nccc2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1975357,CHEMBL4121,"CaM kinase II beta",Q13554,5.3,Ki,809235,8,CC(C)(C)OC(=O)n1cc(-c2cncn2C2CCCCC2)c2ccccc21,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1976220,CHEMBL4121,"CaM kinase II beta",Q13554,5.5,Ki,809235,8,Nc1nccc2scc(-c3ccc(NC(=O)Nc4cccc(Br)c4)cc3)c12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1997617,CHEMBL4121,"CaM kinase II beta",Q13554,5.4,Ki,809235,8,CN1CCN(C2CCC(n3cc(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)CC2)CC1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1987910,CHEMBL4121,"CaM kinase II beta",Q13554,5.2,Ki,809235,8,Nc1nccc2scc(-c3ccc(NC(=O)Nc4ccccc4C(F)(F)F)cc3)c12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1980297,CHEMBL4121,"CaM kinase II beta",Q13554,5.2,Ki,809235,8,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1985690,CHEMBL4121,"CaM kinase II beta",Q13554,5.4,Ki,809235,8,CCCCOc1ccc(C(C)(C)CC)cc1S(=O)(=O)Nc1ccc(-c2csc3ncnc(N)c23)cc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1993661,CHEMBL4121,"CaM kinase II beta",Q13554,6.4,Ki,809235,8,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Cl,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1974416,CHEMBL4121,"CaM kinase II beta",Q13554,5.9,Ki,809235,8,O=C(Nc1cnc2[nH]cc(-c3ccccc3)c2c1)c1cccc(F)c1F,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL2004615,CHEMBL4121,"CaM kinase II beta",Q13554,5.3,Ki,809235,8,CSc1nn(-c2ccccn2)c(N)c1C(N)=O,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1984039,CHEMBL4121,"CaM kinase II beta",Q13554,5.1,Ki,809235,8,Cc1nn(C)c(C)c1-c1cccc2c(CCCOc3cccc4ccccc34)c(C(=O)O)[nH]c12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL2063416,CHEMBL4121,"CaM kinase II beta",Q13554,4.59,IC50,830767,9,O=C(CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)NCCOCCOCCNC(=O)COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,"Inhibition of CAMK2 using autocamtide-2 as substrate after 30 mins by PKLight assay"
CHEMBL50,CHEMBL4121,"CaM kinase II beta",Q13554,5.52,IC50,830767,9,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,"Inhibition of CAMK2 using autocamtide-2 as substrate after 30 mins by PKLight assay"
CHEMBL388978,CHEMBL4121,"CaM kinase II beta",Q13554,10.15,IC50,1730320,9,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,"Inhibition of CAMK2b (unknown origin)"
CHEMBL4465866,CHEMBL4121,"CaM kinase II beta",Q13554,7.72,Kd,1823127,9,CO[C@@H]1[C@H](NCCOCCOCCOCCNC(=O)CCC2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,"Binding affinity to recombinant human full length N-terminal GST-tagged CAMK2B expressed in baculovirus expression system using GS peptide as substrate incubated for 1 hr in presence of calmodulin by TR-FRET assay"
CHEMBL4576489,CHEMBL4121,"CaM kinase II beta",Q13554,7.92,Kd,1823127,9,CO[C@@H]1[C@H](N(C)CCOCCOCCOCCNC(=O)CCC2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,"Binding affinity to recombinant human full length N-terminal GST-tagged CAMK2B expressed in baculovirus expression system using GS peptide as substrate incubated for 1 hr in presence of calmodulin by TR-FRET assay"
CHEMBL388978,CHEMBL4121,"CaM kinase II beta",Q13554,10.02,IC50,1828460,9,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,"Inhibition of human CAMK2B using KKALRRQETVDAL as substrate by [gamma-33P]-ATP assay"
CHEMBL54382,CHEMBL2097164,"CaM kinase II",Q13554,5.16,IC50,42224,4,CCN1CCC(n2cc(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c3ccccc32)CC1,"Inhibition of purified mammalian brain [Ca(2+)]/Calmodulin dependent kinase"
CHEMBL432130,CHEMBL2097164,"CaM kinase II",Q13554,5.21,IC50,42224,4,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1.CS(=O)(=O)O,"Inhibition of purified mammalian brain [Ca(2+)]/Calmodulin dependent kinase"
CHEMBL291975,CHEMBL2097164,"CaM kinase II",Q13554,4.23,IC50,42224,4,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccc5)C4)c4ccccc34)C(=O)NC2=O)c2ccccc21,"Inhibition of purified mammalian brain [Ca(2+)]/Calmodulin dependent kinase"
CHEMBL55788,CHEMBL2097164,"CaM kinase II",Q13554,5.7,IC50,42224,4,Cn1cc(C2=C(c3cn(C4CCNCC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,"Inhibition of purified mammalian brain [Ca(2+)]/Calmodulin dependent kinase"
CHEMBL301860,CHEMBL2097164,"CaM kinase II",Q13554,5.12,IC50,42224,4,CC(C)N1CCC(n2cc(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c3ccccc32)CC1,"Inhibition of purified mammalian brain [Ca(2+)]/Calmodulin dependent kinase"
CHEMBL52654,CHEMBL2097164,"CaM kinase II",Q13554,5.52,IC50,42224,4,CN1CCC(n2cc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc32)CC1,"Inhibition of purified mammalian brain [Ca(2+)]/Calmodulin dependent kinase"
CHEMBL55394,CHEMBL2097164,"CaM kinase II",Q13554,4.6,IC50,42224,4,Cn1cc(C2=C(c3cn(C4CCN(CC5CC5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,"Inhibition of purified mammalian brain [Ca(2+)]/Calmodulin dependent kinase"
CHEMBL300138,CHEMBL2097164,"CaM kinase II",Q13554,5,IC50,42224,4,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,"Inhibition of purified mammalian brain [Ca(2+)]/Calmodulin dependent kinase"
CHEMBL53596,CHEMBL2097164,"CaM kinase II",Q13554,5.7,IC50,42224,4,CN1CCC(n2cc(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c3ccccc32)CC1,"Inhibition of purified mammalian brain [Ca(2+)]/Calmodulin dependent kinase"
CHEMBL16958,CHEMBL2097164,"CaM kinase II",Q13554,6.74,IC50,43104,5,O=C1NCc2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,"Inhibition of Calcium/calmodulin-dependent protein kinase type II"
CHEMBL388978,CHEMBL2097164,"CaM kinase II",Q13554,8.7,IC50,43104,5,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,"Inhibition of Calcium/calmodulin-dependent protein kinase type II"
CHEMBL268368,CHEMBL2097164,"CaM kinase II",Q13554,7.6,IC50,43104,5,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,"Inhibition of Calcium/calmodulin-dependent protein kinase type II"
CHEMBL292021,CHEMBL2097164,"CaM kinase II",Q13554,7.09,IC50,43109,4,Cc1ccc2c(c1)[nH]c1c3[nH]c4ccccc4c3c3c(c21)C(=O)NC3=O,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II using autocamtide as substrate"
CHEMBL293898,CHEMBL2097164,"CaM kinase II",Q13554,6.76,IC50,43109,4,Cn1c2ccccc2c2c3c(c4c5ccc(Br)cc5[nH]c4c21)C(=O)NC3=O,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II using autocamtide as substrate"
CHEMBL64742,CHEMBL2097164,"CaM kinase II",Q13554,6.63,IC50,43109,4,COc1ccc2c(c1)[nH]c1c3[nH]c4ccccc4c3c3c(c21)C(=O)NC3=O,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II using autocamtide as substrate"
CHEMBL432715,CHEMBL2097164,"CaM kinase II",Q13554,4.96,IC50,43109,4,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3c(Br)cccc3c21,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II using autocamtide as substrate"
CHEMBL59785,CHEMBL2097164,"CaM kinase II",Q13554,7.24,IC50,43109,4,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3cccc(Br)c3c21,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II using autocamtide as substrate"
CHEMBL291402,CHEMBL2097164,"CaM kinase II",Q13554,6.04,IC50,43109,4,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3cc(Cl)ccc3c21,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II using autocamtide as substrate"
CHEMBL293157,CHEMBL2097164,"CaM kinase II",Q13554,7.04,IC50,43109,4,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3cc(F)ccc3c21,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II using autocamtide as substrate"
CHEMBL64758,CHEMBL2097164,"CaM kinase II",Q13554,4.91,IC50,43109,4,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3cc(Br)ccc3c21,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II using autocamtide as substrate"
CHEMBL306501,CHEMBL2097164,"CaM kinase II",Q13554,5.52,IC50,43110,4,COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCN3CCC(C(N)=O)CC3)c2c1)C(=O)NC4=O,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II"
CHEMBL311851,CHEMBL2097164,"CaM kinase II",Q13554,5.93,IC50,43110,4,COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCN[C@H]3CC[C@H](O)CC3)c2c1)C(=O)NC4=O,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II"
CHEMBL76337,CHEMBL2097164,"CaM kinase II",Q13554,6.58,IC50,43110,4,Cn1ccc2ccc3c4[nH]c5c(CCCNCCO)cccc5c4c4c(c3c21)C(=O)NC4=O,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II"
CHEMBL310491,CHEMBL2097164,"CaM kinase II",Q13554,6.39,IC50,43110,4,Cn1ccc2ccc3c4[nH]c5c(CCN6CCSCC6)cccc5c4c4c(c3c21)C(=O)NC4=O,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II"
CHEMBL430606,CHEMBL2097164,"CaM kinase II",Q13554,6.52,IC50,43110,4,Cn1ccc2ccc3c4[nH]c5c(CCN6CCNCC6)cccc5c4c4c(c3c21)C(=O)NC4=O,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II"
CHEMBL308979,CHEMBL2097164,"CaM kinase II",Q13554,7.05,IC50,43110,4,Cn1ccc2ccc3c4[nH]c5c(CCN6CCC[C@H]6CO)cccc5c4c4c(c3c21)C(=O)NC4=O,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II"
CHEMBL306047,CHEMBL2097164,"CaM kinase II",Q13554,6.75,IC50,43110,4,Cn1ccc2ccc3c4[nH]c5c(CCN6CCOCC6)cccc5c4c4c(c3c21)C(=O)NC4=O,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II"
CHEMBL73794,CHEMBL2097164,"CaM kinase II",Q13554,6.42,IC50,43110,4,CN1CCN(CCCc2cccc3c2[nH]c2c4ccc5ccn(C)c5c4c4c(c32)C(=O)NC4=O)CC1,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II"
CHEMBL73772,CHEMBL2097164,"CaM kinase II",Q13554,6.29,IC50,43110,4,Cn1ccc2ccc3c4[nH]c5c(CCCN6CCOCC6)cccc5c4c4c(c3c21)C(=O)NC4=O,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II"
CHEMBL306856,CHEMBL2097164,"CaM kinase II",Q13554,5.5,IC50,43110,4,COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCN3CCC(O)CC3)c2c1)C(=O)NC4=O,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II"
CHEMBL307630,CHEMBL2097164,"CaM kinase II",Q13554,7.21,IC50,43110,4,Cn1ccc2ccc3c4[nH]c5c(CCN6CCCCC6)cccc5c4c4c(c3c21)C(=O)NC4=O,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II"
CHEMBL75952,CHEMBL2097164,"CaM kinase II",Q13554,5.21,IC50,43110,4,COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCN3CCC[C@H]3CO)c2c1)C(=O)NC4=O,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II"
CHEMBL73764,CHEMBL2097164,"CaM kinase II",Q13554,7.31,IC50,43110,4,Cn1ccc2ccc3c4[nH]c5c(CCN[C@H]6CC[C@H](O)CC6)cccc5c4c4c(c3c21)C(=O)NC4=O,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II"
CHEMBL73718,CHEMBL2097164,"CaM kinase II",Q13554,6.28,IC50,43110,4,COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCNCCO)c2c1)C(=O)NC4=O,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II"
CHEMBL76464,CHEMBL2097164,"CaM kinase II",Q13554,4.94,IC50,43110,4,COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCN3CCN(C)CC3)c2c1)C(=O)NC4=O,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II"
CHEMBL312292,CHEMBL2097164,"CaM kinase II",Q13554,7.6,IC50,43110,4,Cn1ccc2ccc3c4[nH]c5c(CCN6CCC(C(N)=O)CC6)cccc5c4c4c(c3c21)C(=O)NC4=O,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II"
CHEMBL307152,CHEMBL2097164,"CaM kinase II",Q13554,6.67,IC50,43110,4,Cn1ccc2ccc3c4[nH]c5c(CCCN[C@H]6CC[C@H](O)CC6)cccc5c4c4c(c3c21)C(=O)NC4=O,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II"
CHEMBL73781,CHEMBL2097164,"CaM kinase II",Q13554,6.13,IC50,43110,4,COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCNCCO)c2c1)C(=O)NC4=O,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II"
CHEMBL76326,CHEMBL2097164,"CaM kinase II",Q13554,7.02,IC50,43110,4,Cn1ccc2ccc3c4[nH]c5c(CCNCCO)cccc5c4c4c(c3c21)C(=O)NC4=O,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II"
CHEMBL72076,CHEMBL2097164,"CaM kinase II",Q13554,6.76,IC50,43110,4,CCN(CC)CCCc1cccc2c1[nH]c1c3ccc4ccn(C)c4c3c3c(c21)C(=O)NC3=O,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II"
CHEMBL72808,CHEMBL2097164,"CaM kinase II",Q13554,7.09,IC50,43110,4,COC(=O)C1CCN(CCc2cccc3c2[nH]c2c4ccc5ccn(C)c5c4c4c(c32)C(=O)NC4=O)CC1,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II"
CHEMBL75368,CHEMBL2097164,"CaM kinase II",Q13554,7.34,IC50,43110,4,Cn1ccc2ccc3c4[nH]c5c(CCN6CCC(O)CC6)cccc5c4c4c(c3c21)C(=O)NC4=O,"Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II"
CHEMBL388978,CHEMBL2097164,"CaM kinase II",Q13554,8.22,IC50,43111,4,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,"Inhibition of Calcium/calmodulin-dependent protein kinase type II"
CHEMBL103055,CHEMBL2097164,"CaM kinase II",Q13554,6.11,IC50,43111,4,CCN1CCOCCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCOCC1,"Inhibition of Calcium/calmodulin-dependent protein kinase type II"
CHEMBL404932,CHEMBL2097164,"CaM kinase II",Q13554,4.57,IC50,43113,4,NCCCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCN=C(N)N)C(N)=O,"Inhibitory activity against CaMPKII (Calcium/calmodulin-dependent protein kinase type II)"
