lig_chembl_id,pro_chembl_id,pref_name,accession,pchembl_value,standard_type,assay_id,confidence_score,canonical_smiles,description
CHEMBL2000894,CHEMBL4121,"CaM kinase II beta",Q13554,5.2,Ki,809235,8,Cc1cc(O)ccc1-n1cc(C(=O)NN)c(=O)c2ccc(-c3ccncc3)cc21,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1976090,CHEMBL4121,"CaM kinase II beta",Q13554,5.4,Ki,809235,8,Nc1ncnc2c1sc1ncnc(N)c12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1992922,CHEMBL4121,"CaM kinase II beta",Q13554,5.8,Ki,809235,8,OCC(CO)Nc1ncnc2[nH]cc(-c3ccccc3)c12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL2004771,CHEMBL4121,"CaM kinase II beta",Q13554,5.1,Ki,809235,8,O=C1NCc2c1cccc2-c1ccc(Nc2nc3ccccc3o2)cc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL508928,CHEMBL4121,"CaM kinase II beta",Q13554,5.1,Ki,809235,8,Cc1cccc(NC(=O)Nc2ccc(-c3cnc4c(-c5cnn(C)c5)cnn4c3N)cc2)c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL2004892,CHEMBL4121,"CaM kinase II beta",Q13554,5.4,Ki,809235,8,CS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1999126,CHEMBL4121,"CaM kinase II beta",Q13554,5.1,Ki,809235,8,CC1=NN(c2ccccc2)C(=O)C1=Cc1c(C)c(C#N)c2nc3ccccc3n2c1O,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1990821,CHEMBL4121,"CaM kinase II beta",Q13554,5.2,Ki,809235,8,Cc1cc(C)c(C)c(OCCCc2c(C(=O)O)[nH]c3c(-c4ccccc4C)cccc23)c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1966722,CHEMBL4121,"CaM kinase II beta",Q13554,5.5,Ki,809235,8,O=C(NNC(=S)Nc1ccc(Cl)cc1)C(O)(c1ccccc1)c1ccccc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1975500,CHEMBL4121,"CaM kinase II beta",Q13554,5.7,Ki,809235,8,COc1cc(-c2ccc3c(c2)Nc2ccc(C(=O)NCCNC(C)=O)cc2NC3=O)ccc1O,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL394619,CHEMBL4121,"CaM kinase II beta",Q13554,5.5,Ki,809235,8,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ccnc(N)c34)cc2)c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1996831,CHEMBL4121,"CaM kinase II beta",Q13554,5.4,Ki,809235,8,O=C(O)c1c2c(nc3ccccc13)C(=C1CCCC1)CC2,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL411903,CHEMBL4121,"CaM kinase II beta",Q13554,5.5,Ki,809235,8,Nc1ncnc2c1N=C(c1ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)cc1)CCN2,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1965988,CHEMBL4121,"CaM kinase II beta",Q13554,5.4,Ki,809235,8,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCN)cnc(N)c34)cc2)c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL422897,CHEMBL4121,"CaM kinase II beta",Q13554,5.3,Ki,809235,8,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1989646,CHEMBL4121,"CaM kinase II beta",Q13554,5.3,Ki,809235,8,Cc1c(-c2ccc3[nH]nc(N)c3c2)nnn1Cc1ccccc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1970522,CHEMBL4121,"CaM kinase II beta",Q13554,5.4,Ki,809235,8,COc1cc(C=C2SC(=Nc3ccccc3)NC2=O)ccc1O,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1990415,CHEMBL4121,"CaM kinase II beta",Q13554,5.4,Ki,809235,8,O=C(Nc1n[nH]c2nc3ccccc3cc12)c1ccncc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1964692,CHEMBL4121,"CaM kinase II beta",Q13554,5.4,Ki,809235,8,Cn1nc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)cncc21,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL482967,CHEMBL4121,"CaM kinase II beta",Q13554,5.3,Ki,809235,8,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL458997,CHEMBL4121,"CaM kinase II beta",Q13554,5.2,Ki,809235,8,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1965836,CHEMBL4121,"CaM kinase II beta",Q13554,6.3,Ki,809235,8,Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4cccc(OC(F)(F)F)c4)c3)cc12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL583144,CHEMBL4121,"CaM kinase II beta",Q13554,5.1,Ki,809235,8,O=c1[nH]cnc2c1sc1c(Cl)ccc(Cl)c12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1974310,CHEMBL4121,"CaM kinase II beta",Q13554,5.1,Ki,809235,8,NC(=O)c1cc2c(-c3ccc(F)cc3)cncc2s1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1982957,CHEMBL4121,"CaM kinase II beta",Q13554,6.4,Ki,809235,8,NC(=O)c1cccc(-c2cnc3[nH]cc(-c4ccccc4)c3c2)c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1725279,CHEMBL4121,"CaM kinase II beta",Q13554,5.2,Ki,809235,8,Oc1c2ccccc2c2c3c(cccc13)N=N2,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1975138,CHEMBL4121,"CaM kinase II beta",Q13554,5.1,Ki,809235,8,O=C(NNC(=S)Nc1ccc(F)cc1)C(O)(c1ccccc1)c1ccccc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL2003271,CHEMBL4121,"CaM kinase II beta",Q13554,5.7,Ki,809235,8,NC(=O)c1sc2ccc(Cl)c(Cl)c2c1NC(=O)c1ccc(Cl)cc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1983111,CHEMBL4121,"CaM kinase II beta",Q13554,5.3,Ki,809235,8,CC(=O)NCC(=O)N1C2CCC1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1973860,CHEMBL4121,"CaM kinase II beta",Q13554,6,Ki,809235,8,OCCNc1cc2cc(-c3ccsc3)ccc2cn1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL220241,CHEMBL4121,"CaM kinase II beta",Q13554,5.1,Ki,809235,8,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL2004544,CHEMBL4121,"CaM kinase II beta",Q13554,5.5,Ki,809235,8,O=S(=O)(O)c1ccc(NCc2ccc3c(c2)OCO3)c2c(O)cccc12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1982610,CHEMBL4121,"CaM kinase II beta",Q13554,5.1,Ki,809235,8,O=c1[nH]cc(I)c2nc(-c3cccc(Cl)c3)cn12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1998165,CHEMBL4121,"CaM kinase II beta",Q13554,5.1,Ki,809235,8,CNCCONC(=O)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1991078,CHEMBL4121,"CaM kinase II beta",Q13554,5.9,Ki,809235,8,COc1ccc(C(=O)Nc2n[nH]c3ccc(-c4cn(Cc5ccccc5)nn4)cc23)cc1OC,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL565612,CHEMBL4121,"CaM kinase II beta",Q13554,5.6,Ki,809235,8,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1969502,CHEMBL4121,"CaM kinase II beta",Q13554,5.1,Ki,809235,8,O=C1NN=Cc2c[nH]c3cc(NC(=O)C4CC4c4ccccc4)cc1c23,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1997764,CHEMBL4121,"CaM kinase II beta",Q13554,5.8,Ki,809235,8,COc1ccc(C(=O)Nc2cnc3[nH]cc(-c4ccccc4)c3c2)cc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1985092,CHEMBL4121,"CaM kinase II beta",Q13554,5.5,Ki,809235,8,Oc1ccc(-c2n[nH]c(Nc3cccc(Cl)c3)c2-c2ccc(O)cc2)cc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1967544,CHEMBL4121,"CaM kinase II beta",Q13554,5.2,Ki,809235,8,CN(C)c1cccc2c(S(=O)(=O)N(CCN)c3cncc(-c4ccc5cnccc5c4)c3)cccc12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL340384,CHEMBL4121,"CaM kinase II beta",Q13554,5.4,Ki,809235,8,NC(=O)c1cn(-c2ccc(O)cc2Cl)c2cc(-c3ccncc3)ccc2c1=O,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL2000354,CHEMBL4121,"CaM kinase II beta",Q13554,5.6,Ki,809235,8,COc1ccc(C=C2SC(=Nc3ccccc3)NC2=O)cc1O,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1965507,CHEMBL4121,"CaM kinase II beta",Q13554,5.4,Ki,809235,8,Cc1cccc(NC(=O)Nc2ccc(NC(=O)c3csc4ncnc(N)c34)cc2)c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL592030,CHEMBL4121,"CaM kinase II beta",Q13554,5.5,Ki,809235,8,NCCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL2000071,CHEMBL4121,"CaM kinase II beta",Q13554,6,Ki,809235,8,OCCCNc1ncnc2[nH]cc(-c3ccccc3)c12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1983195,CHEMBL4121,"CaM kinase II beta",Q13554,5.1,Ki,809235,8,CCN(CC)C(=O)Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1975490,CHEMBL4121,"CaM kinase II beta",Q13554,5.2,Ki,809235,8,NCCCOc1cc2c(c(-c3ccc(Nc4nc5ccccc5o4)cc3)c1)CNC2=O,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1979883,CHEMBL4121,"CaM kinase II beta",Q13554,5.2,Ki,809235,8,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCN(C)C)cnc(N)c34)cc2)c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL371206,CHEMBL4121,"CaM kinase II beta",Q13554,5.6,Ki,809235,8,Cc1cc(C)cc(NC(=O)Nc2ccc(-c3c(C)sc4ncnc(N)c34)cc2)c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL205526,CHEMBL4121,"CaM kinase II beta",Q13554,5.4,Ki,809235,8,CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)c(Cc3cccc4ccccc34)sc21,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1968705,CHEMBL4121,"CaM kinase II beta",Q13554,5.5,Ki,809235,8,CCCC(=O)Nc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3cc(OCCN4CCCC4)ccc3n2)c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1966343,CHEMBL4121,"CaM kinase II beta",Q13554,5.8,Ki,809235,8,CC(C)Cc1cc(-c2ccc3[nH]nc(N)c3c2)on1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1967887,CHEMBL4121,"CaM kinase II beta",Q13554,6.2,Ki,809235,8,Cc1n[nH]c2ccc(-c3cncc(OCCN)c3)cc12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL509032,CHEMBL4121,"CaM kinase II beta",Q13554,6.1,Ki,809235,8,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1992342,CHEMBL4121,"CaM kinase II beta",Q13554,5.2,Ki,809235,8,CCCS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1988173,CHEMBL4121,"CaM kinase II beta",Q13554,5.8,Ki,809235,8,Cc1cc(Cl)ccc1NC(=S)NNC(=O)C(O)(c1ccccc1)c1ccccc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1965423,CHEMBL4121,"CaM kinase II beta",Q13554,5.3,Ki,809235,8,CC(C)Cn1c(N)nc2ccc(-c3c(-c4ccc(F)cc4)nc4sccn34)cc21,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1982980,CHEMBL4121,"CaM kinase II beta",Q13554,5.7,Ki,809235,8,CC(C)=C(C)c1cccc2c(CCCOc3cccc(Cl)c3Cl)c(C(=O)O)[nH]c12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1983025,CHEMBL4121,"CaM kinase II beta",Q13554,5.4,Ki,809235,8,CCC(N)(C#Cc1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12)CC,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL2001920,CHEMBL4121,"CaM kinase II beta",Q13554,6,Ki,809235,8,O=C1NC(=S)SC1=C1C(=O)Nc2ccc(Br)cc21,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1978448,CHEMBL4121,"CaM kinase II beta",Q13554,5.8,Ki,809235,8,CS(=O)(=O)N(Cc1ccc2[nH]c(=O)c3cccn3c2c1)C1CC1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL2001257,CHEMBL4121,"CaM kinase II beta",Q13554,5.3,Ki,809235,8,CCN(CC)CC#Cc1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1987793,CHEMBL4121,"CaM kinase II beta",Q13554,5.6,Ki,809235,8,Cc1ccccc1-c1c(C(=O)O)n(CCCOc2cccc3ccccc23)c2ccccc12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1997534,CHEMBL4121,"CaM kinase II beta",Q13554,5.5,Ki,809235,8,COc1cccc(C(C)NC(=O)c2cc(C)c(-c3ccc4[nH]nc(C)c4c3)s2)c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL2002446,CHEMBL4121,"CaM kinase II beta",Q13554,5.6,Ki,809235,8,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOCC5CC5)c4)n[nH]c2-3)CC1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL497151,CHEMBL4121,"CaM kinase II beta",Q13554,5.5,Ki,809235,8,O=c1nc(-c2cc3c(Oc4ccc(I)cc4)cncc3s2)[nH]o1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL246970,CHEMBL4121,"CaM kinase II beta",Q13554,5.8,Ki,809235,8,NCC1CCC(CNc2nc(NCc3ccccc3Cl)ncc2[N+](=O)[O-])CC1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL340921,CHEMBL4121,"CaM kinase II beta",Q13554,5.3,Ki,809235,8,Cc1cc(O)ccc1-n1cc(C(N)=O)c(=O)c2ccc(-c3ccncc3)cc21,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1973540,CHEMBL4121,"CaM kinase II beta",Q13554,6.6,Ki,809235,8,O=C1Nc2ccc3ncsc3c2C1=CNc1ccc(S(=O)(=O)Nc2ccccn2)cc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL2006439,CHEMBL4121,"CaM kinase II beta",Q13554,5.8,Ki,809235,8,Clc1cc(-c2c[nH]c3ncccc23)nc(NC2CCCCC2)n1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1991674,CHEMBL4121,"CaM kinase II beta",Q13554,5.6,Ki,809235,8,OC1CCC(Nc2cc(Cl)nc(-c3c[nH]c4ncccc34)n2)CC1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1982711,CHEMBL4121,"CaM kinase II beta",Q13554,6.5,Ki,809235,8,NC(=O)c1ccc(-c2c[nH]c3nccc(Cl)c23)cc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1987982,CHEMBL4121,"CaM kinase II beta",Q13554,5.6,Ki,809235,8,FC(F)(F)Oc1ccc(-c2ccc3[nH]cc(C4=CCNCC4)c3c2)cc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1998829,CHEMBL4121,"CaM kinase II beta",Q13554,5.5,Ki,809235,8,O=C(Nc1cnc2[nH]cc(-c3ccccc3)c2c1)c1ccc(Cl)cc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1981725,CHEMBL4121,"CaM kinase II beta",Q13554,5.6,Ki,809235,8,CCN1CCN(c2ccc(Nc3nccc(-c4c(-c5cccc(C(=O)Nc6ccccc6F)c5)nc5ccccn45)n3)cc2)CC1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL462120,CHEMBL4121,"CaM kinase II beta",Q13554,5.5,Ki,809235,8,Nc1c(-c2ccccc2)c2cc(Cl)ccc2[nH]c1=O,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1997839,CHEMBL4121,"CaM kinase II beta",Q13554,5.3,Ki,809235,8,CCOC(=O)c1cn(-c2ccc(O)cc2C)c2cc(-c3ccccc3)ccc2c1=O,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL2007592,CHEMBL4121,"CaM kinase II beta",Q13554,5.1,Ki,809235,8,O=c1[nH]c2sc3c(c2c2nc(-c4ccccc4)nn12)CCCC3,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1994214,CHEMBL4121,"CaM kinase II beta",Q13554,5.7,Ki,809235,8,CCNc1nc(C)c(C=CC(C)(C)c2ccc(C(F)(F)F)cc2)c(NCC)n1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1965845,CHEMBL4121,"CaM kinase II beta",Q13554,5.1,Ki,809235,8,COc1cccc(C(C)NC(=O)N2CC=C(c3c[nH]c4ncccc34)CC2)c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1990482,CHEMBL4121,"CaM kinase II beta",Q13554,5.2,Ki,809235,8,NC(=O)c1cccc2[nH]c(-c3ccncc3)nc12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL220057,CHEMBL4121,"CaM kinase II beta",Q13554,5.4,Ki,809235,8,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1682545,CHEMBL4121,"CaM kinase II beta",Q13554,5.1,Ki,809235,8,c1ccc(Nc2nc(-c3ccc4[nH]ncc4c3)cs2)cc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1964937,CHEMBL4121,"CaM kinase II beta",Q13554,5.3,Ki,809235,8,O=C(NC(CO)c1ccccc1)N1CC=C(c2c[nH]c3ncccc23)CC1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1682552,CHEMBL4121,"CaM kinase II beta",Q13554,5.2,Ki,809235,8,c1cnc2nc(-c3ccc4[nH]ncc4c3)c(NC3CCCCC3)n2c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL2002702,CHEMBL4121,"CaM kinase II beta",Q13554,5.2,Ki,809235,8,Cc1cc(C)c(C=C2C(=O)Nc3ccccc32)[nH]1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1970903,CHEMBL4121,"CaM kinase II beta",Q13554,7,Ki,809235,8,Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4c[nH]c5ccccc45)c3)cc12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL387971,CHEMBL4121,"CaM kinase II beta",Q13554,5.2,Ki,809235,8,COCCOCC#Cc1cc(-c2n[nH]c3c2C(=O)c2cc(CN4CCN(C)CC4)ccc2-3)cs1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL2002470,CHEMBL4121,"CaM kinase II beta",Q13554,5.2,Ki,809235,8,O=C1CN=C(c2cccc(Cl)c2)c2c(sc3c2CCCC3)N1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL211378,CHEMBL4121,"CaM kinase II beta",Q13554,5.1,Ki,809235,8,Cc1cccc(NC(=O)Nc2ccc(-c3noc4ncnc(N)c34)cc2)c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL2001751,CHEMBL4121,"CaM kinase II beta",Q13554,6.6,Ki,809235,8,NC(COc1cncc(-c2ccc3c(c2)C(=Cc2ccco2)C(=O)N3)c1)Cc1c[nH]c2ccccc12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL2007002,CHEMBL4121,"CaM kinase II beta",Q13554,5.3,Ki,809235,8,COc1cc(-c2ccc3[nH]nc(C(=O)Nc4ccccc4)c3c2)ccc1O,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1969588,CHEMBL4121,"CaM kinase II beta",Q13554,6,Ki,809235,8,Clc1cc(-c2c[nH]c3ncccc23)cc(NCc2ccccc2)n1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1967878,CHEMBL4121,"CaM kinase II beta",Q13554,5.3,Ki,809235,8,Cc1cc(Nc2ncc(F)c(NC3C4C=CC(C4)C3C(N)=O)n2)ccc1N1CCN(C)CC1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1990254,CHEMBL4121,"CaM kinase II beta",Q13554,5.1,Ki,809235,8,NCC(NC(=O)c1ccc(-c2ccncc2)cc1)c1ccccc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
CHEMBL1983255,CHEMBL4121,"CaM kinase II beta",Q13554,5.6,Ki,809235,8,CCCCOc1ccccc1CCc1cccc2nc(N)nc(N)c12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2B"
